compound,nib,quine,vir,similarity,meansim,nas
Nefazodone,NA,0.4192,0.4637,-0.4883,0.44145,1
BRD-K82185908,NA,0.4176,0.327,-0.355,0.3723,1
JX401,NA,0.4171,0.4006,-0.4214,0.40885000000000005,1
Artesunate,NA,0.4154,0.4419,-0.3623,0.42865,1
Thenoyl Trifluoroacetone,NA,0.4152,0.361,-0.367,0.3881,1
JZL-184,NA,0.414,0.4696,-0.4856,0.44179999999999997,1
Ulipristal,NA,0.4127,0.3958,-0.5307,0.40425,1
Alvimopan (monohydrate),NA,0.4123,0.3653,-0.4099,0.38880000000000003,1
Retigabine,NA,0.4122,0.5081,-0.4511,0.46015,1
SMR000127643,NA,0.4118,0.4424,-0.4565,0.42710000000000004,1
MEGXP0_000778,NA,0.4115,0.4256,-0.4543,0.41855,1
KUC104486,NA,0.4107,0.3401,-0.327,0.3754,1
STK178014,NA,0.4104,0.3611,-0.3479,0.38575,1
BG-STK33-59,NA,0.41,0.3796,-0.4511,0.3948,1
59826-53-8,NA,0.4095,0.397,-0.3566,0.40325,1
BRD-K27452198,NA,0.4092,0.3369,-0.3387,0.37305,1
LY2940680,NA,0.4078,0.371,-0.7285,0.38939999999999997,1
TP14,NA,0.407,0.3881,-0.5022,0.39754999999999996,1
Glycocholic acid,NA,0.4068,0.3759,-0.4955,0.39135,1
Cevimeline hydrochloride,NA,0.4055,0.4648,-0.4876,0.43515000000000004,1
Beta CCP,NA,0.4048,0.3573,-0.5161,0.38105,1
Torcetrapib,NA,0.4044,0.3336,-0.4098,0.369,1
MLS003337120,NA,0.4042,0.4398,-0.3385,0.42200000000000004,1
ACON1_001770,NA,0.4039,0.4308,-0.4836,0.41735,1
BMY-7378,NA,0.4038,0.3216,-0.4092,0.3627,1
SA-242939,NA,0.4031,0.4271,-0.3653,0.4151,1
BIO2_000792,NA,0.403,0.3738,-0.4283,0.3884,1
Disopyramide,NA,0.4024,0.3279,-0.4428,0.36515,1
GW-0742,NA,0.4024,0.5126,-0.4896,0.45749999999999996,1
Oxprenolol,NA,0.3993,0.3538,-0.415,0.37655,1
Estradiol Cypionate,NA,0.3984,0.4206,-0.5965,0.4095,1
SA-427543,NA,0.3983,0.3994,-0.4048,0.39885,1
"Pfmrk inhibitor, wr 216174",NA,0.3982,0.3434,-0.4035,0.3708,1
4-Iodo-6-phenylpyrimidine,NA,0.3973,0.3807,-0.4998,0.389,1
PS-1145,NA,0.3972,0.3752,-0.3216,0.3862,1
Gliclazide,NA,0.396,0.3315,-0.4341,0.36375,1
Zaprinast,NA,0.3931,0.5145,-0.5602,0.4538,1
"ethyl 6-(2,3-dihydro-1H-indol-1-ylmethyl)-4-(3-nitrophenyl)-2-oxo-1,2,3,4-tetrahydro-5-pyrimidinecarboxylate",NA,0.3927,0.3624,-0.3343,0.37755,1
Guggulsterone,NA,0.3911,0.3283,-0.5096,0.3597,1
Erythromycin,NA,0.3905,0.3947,-0.4364,0.3926,1
ZINC00158302,NA,0.3901,0.3931,-0.4846,0.3916,1
CPI-613,NA,0.3864,0.3513,-0.4115,0.36885,1
BRD-K14833463,NA,0.3851,0.3619,-0.5494,0.3735,1
BRD-K58611676,NA,0.3839,0.3985,-0.5361,0.3912,1
Gestrinone,NA,0.3838,0.4597,-0.3247,0.42174999999999996,1
Emedastine,NA,0.3838,0.4236,-0.5712,0.40369999999999995,1
Tetradecylthioacetic acid,NA,0.3838,0.3793,-0.4645,0.38155,1
Mesoridazine,NA,0.3837,0.3996,-0.4105,0.39165,1
APD668,NA,0.3828,0.4104,-0.4627,0.39659999999999995,1
Pentylenetetrazol,NA,0.3828,0.4357,-0.5141,0.40925,1
Saquinavir,NA,0.3816,0.4415,-0.331,0.41154999999999997,1
KUC104236N,NA,0.3814,0.4279,-0.5918,0.40465,1
AZD1981,NA,0.3811,0.3642,-0.5352,0.37265000000000004,1
SB415286,NA,0.3806,0.3978,-0.4581,0.3892,1
BRD-K75949681,NA,0.3803,0.3273,-0.5112,0.3538,1
Raltitrexed,NA,0.3801,0.3352,-0.333,0.35765,1
BRD-K90469014,NA,0.3757,0.323,-0.6596,0.34935,1
Albuterol,NA,0.3756,0.4286,-0.3462,0.4021,1
Prostoglandin B2,NA,0.3745,0.3539,-0.4664,0.36419999999999997,1
Methandriol,NA,0.3739,0.3716,-0.4334,0.37275,1
Etazolate,NA,0.372,0.4169,-0.6724,0.39444999999999997,1
BRD-K71746288,NA,0.372,0.3946,-0.4457,0.3833,1
LCQ-908,NA,0.3696,0.339,-0.6463,0.3543,1
"9-Methyl-5H-6-thia-4,5-diaza-chrysene 6,6-dioxide",NA,0.3684,0.3565,-0.417,0.36245,1
Oleoylethanolamide,NA,0.3674,0.4087,-0.4301,0.38805,1
Macitentan,NA,0.3674,0.5424,-0.4099,0.45489999999999997,1
Fentiazac,NA,0.3653,0.3982,-0.6014,0.38175000000000003,1
SPECTRUM_001015,NA,0.3647,0.5041,-0.4139,0.4344,1
STK064652,NA,0.361,0.4723,-0.4675,0.41664999999999996,1
YC1,NA,0.3607,0.359,-0.321,0.35985,1
Imiquimod,NA,0.3603,0.4263,-0.4174,0.3933,1
ST51005413,NA,0.3598,0.3417,-0.4377,0.35075,1
ALD1-H_001119,NA,0.3594,0.3239,-0.4349,0.34165,1
Halofantrine,NA,0.3591,0.3467,-0.3334,0.3529,1
Phentolamine,NA,0.359,0.3926,-0.4598,0.3758,1
ZINC00368262,NA,0.3587,0.4266,-0.5678,0.39265,1
Indole-3-carbinol,NA,0.3584,0.4519,-0.5593,0.40515,1
T5285107,NA,0.3578,0.3509,-0.3491,0.35435,1
GSK256066,NA,0.3575,0.3444,-0.4249,0.35095,1
Dalcetrapib,NA,0.3567,0.4094,-0.4278,0.38305,1
2-(Biphenyl-4-ylsulfonamido)pentanedioic acid,NA,0.3563,0.341,-0.5706,0.34865,1
PCL2_000350,NA,0.3554,0.3946,-0.5246,0.375,1
Diethylpropion,NA,0.3553,0.3459,-0.4128,0.3506,1
MLS002474581,NA,0.3533,0.3898,-0.3886,0.37155,1
Rofecoxib,NA,0.3521,0.3937,-0.4371,0.3729,1
Rupatadine Fumarate,NA,0.3499,0.4383,-0.4057,0.3941,1
Febuxostat,NA,0.3493,0.4315,-0.5476,0.39039999999999997,1
BRD-K18059480,NA,0.348,0.4392,-0.4923,0.39359999999999995,1
DC-45-A2,NA,0.3478,0.5553,-0.3663,0.45155,1
SMR000163306,NA,0.3469,0.4399,-0.4203,0.39339999999999997,1
Gibberellin A3,NA,0.3468,0.4416,-0.4412,0.3942,1
Endecaphyllin X,NA,0.3467,0.3461,-0.4759,0.34640000000000004,1
PA-824,NA,0.3462,0.4142,-0.4583,0.3802,1
MLS002607669,NA,0.3461,0.3631,-0.6192,0.3546,1
Mercaptopurine,NA,0.3459,0.4117,-0.3291,0.3788,1
BRD-K93140279,NA,0.3441,0.3413,-0.4373,0.3427,1
SCHEMBL17498001,NA,0.3435,0.4449,-0.434,0.3942,1
Lomerizine,NA,0.3425,0.5188,-0.4253,0.43065000000000003,1
BRD-K90281509,NA,0.3421,0.3815,-0.4178,0.3618,1
BRD-K45230579,NA,0.342,0.5233,-0.4753,0.43265,1
Cercosporin,NA,0.3408,0.5026,-0.3943,0.4217,1
Arvanil,NA,0.3408,0.3512,-0.4604,0.346,1
MLS000081884,NA,0.3408,0.3349,-0.4166,0.33785,1
BRD-A73513677,NA,0.3403,0.4091,-0.3222,0.37470000000000003,1
AR-196/42202287,NA,0.3391,0.3246,-0.4577,0.33185,1
QL-X-138,NA,0.339,0.3379,-0.4755,0.33845000000000003,1
ABT-199 (GDC-0199),NA,0.3383,0.3691,-0.4047,0.3537,1
BRD-K47825575,NA,0.3374,0.3363,-0.4736,0.33685,1
AC1MOZHK,NA,0.3368,0.4738,-0.3748,0.4053,1
CHEMBL1900088,NA,0.3362,0.4168,-0.3261,0.3765,1
Delcorine,NA,0.336,0.5447,-0.4966,0.44035,1
MLS-0044127.0001,NA,0.3358,0.3554,-0.4302,0.3456,1
SCHEMBL10195776,NA,0.3357,0.435,-0.4598,0.38534999999999997,1
BRD-K05456756,NA,0.335,0.3555,-0.4365,0.34525,1
Tetrahydrobiopterin,NA,0.3347,0.3537,-0.4298,0.3442,1
MLS002703292,NA,0.3342,0.4272,-0.5188,0.38070000000000004,1
Midodrine,NA,0.3334,0.358,-0.4822,0.3457,1
Aristolochic acid,NA,0.3324,0.3999,-0.5089,0.36615,1
Exemestane,NA,0.3321,0.4703,-0.3353,0.4012,1
Oxymetazoline,NA,0.3319,0.447,-0.6266,0.38944999999999996,1
midodrine,NA,0.331,0.3224,-0.4416,0.3267,1
BRD-K44968548,NA,0.3295,0.3263,-0.5534,0.32789999999999997,1
MLS002607806,NA,0.3293,0.4957,-0.4346,0.4125,1
Benoxinate,NA,0.3285,0.3312,-0.411,0.32985,1
SMR000024485,NA,0.3278,0.3996,-0.4531,0.3637,1
MLS001060837,NA,0.3246,0.4037,-0.4187,0.36415,1
Prothiaden Spofa,NA,0.3243,0.3727,-0.4639,0.3485,1
Propylpyrazoletriol,NA,0.3225,0.3277,-0.4831,0.3251,1
Practolol,NA,0.3218,0.3868,-0.341,0.35429999999999995,1
BRD-K95985487-001-01-3,NA,0.7686,0.3467,-0.4263,0.55765,1
Tiaprofenic acid,NA,0.7661,0.4272,-0.415,0.59665,1
Ubenimex,NA,0.7228,0.4264,-0.5022,0.5746,1
Linoleoylethanolamide,NA,0.7159,0.3469,-0.4475,0.5314,1
Sulfasalazine,NA,0.697,0.4772,-0.513,0.5871,1
GF-109203,NA,0.6789,0.3657,-0.3366,0.5223,1
BRD-K60636255,NA,0.6787,0.3301,-0.5133,0.5044,1
SB-366791,NA,0.6673,0.336,-0.5246,0.50165,1
BRD-K07569193,NA,0.6671,0.3807,-0.3328,0.5239,1
Merbarone,NA,0.6606,0.3931,-0.462,0.52685,1
BRD-K65315692,NA,0.656,0.3471,-0.5355,0.50155,1
Ozagrel,NA,0.6544,0.6183,-0.4605,0.63635,1
MLS003129663,NA,0.6512,0.3401,-0.3222,0.49565000000000003,1
Famotidine,NA,0.6447,0.4411,-0.4295,0.5429,1
AC1NWAOX,NA,0.6429,0.4272,-0.3488,0.53505,1
Diclofensine (hydrochloride),NA,0.6429,0.4568,-0.3674,0.54985,1
Penciclovir,NA,0.639,0.3858,-0.4204,0.5124,1
Diphenidol,NA,0.6347,0.3416,-0.4839,0.48815000000000003,1
BRD-K98832591,NA,0.6297,0.3629,-0.5791,0.4963,1
Naringenin,NA,0.6211,0.425,-0.4902,0.52305,1
Clomethiazole,NA,0.6211,0.3225,-0.4565,0.4718,1
Rotigotine,NA,0.6203,0.379,-0.4663,0.49965,1
IWR-1-ENDO,NA,0.6186,0.4801,-0.411,0.54935,1
BRD-K33780441,NA,0.6182,0.3708,-0.333,0.4945,1
BRD-K63979920,NA,0.6175,0.3984,-0.6156,0.50795,1
BRD-K42357106,NA,0.615,0.3235,-0.3463,0.46925,1
Rivaroxaban,NA,0.6137,0.3665,-0.417,0.4901,1
AZD1208,NA,0.6133,0.3391,-0.4648,0.47619999999999996,1
Abiraterone Acetate,NA,0.6118,0.5,-0.5095,0.5559000000000001,1
Xylazine,NA,0.6109,0.4384,-0.3257,0.5246500000000001,1
BRD-A69951442-001-01-3,NA,0.6104,0.5071,-0.4212,0.5587500000000001,1
Isoconazole,NA,0.6083,0.3591,-0.3472,0.48369999999999996,1
BRD-K46047563,NA,0.6058,0.3673,-0.3232,0.48655000000000004,1
AC1Q5RFA,NA,0.6039,0.3383,-0.4462,0.47109999999999996,1
ML239,NA,0.6006,0.3867,-0.3791,0.49365000000000003,1
Letrozole,NA,0.5999,0.327,-0.4675,0.46345000000000003,1
KUC107191N,NA,0.5952,0.3693,-0.3456,0.48224999999999996,1
Propylthiouracil,NA,0.5916,0.3944,-0.4489,0.493,1
Quinine,NA,0.5906,0.5553,-0.5211,0.5729500000000001,1
AC1NWAJL,NA,0.5903,0.6332,-0.3961,0.61175,1
Tofacitinib,NA,0.5896,0.3338,-0.4129,0.4617,1
BAS 01037725,NA,0.584,0.3397,-0.4485,0.46185,1
ZD 7114 hydrochloride,NA,0.577,0.3599,-0.5656,0.46845,1
Agomelatine,NA,0.577,0.3418,-0.4353,0.4594,1
172516-45-9,NA,0.5763,0.3622,-0.4375,0.46925000000000006,1
BRD-K72738889,NA,0.5758,0.3875,-0.4089,0.48165,1
Vinblastine,NA,0.5745,0.3692,-0.5516,0.47185,1
Verapamil,NA,0.5734,0.5315,-0.4163,0.55245,1
Hesperidin,NA,0.5704,0.5171,-0.6192,0.54375,1
Trilostane,NA,0.5673,0.4744,-0.5319,0.52085,1
Androstanol,NA,0.5661,0.3768,-0.4835,0.47145000000000004,1
Fast Scarlet,NA,0.5587,0.3299,-0.4177,0.44430000000000003,1
EDOXUDINE,NA,0.5556,0.3417,-0.4577,0.44865,1
CGP-12177,NA,0.5541,0.365,-0.4457,0.45955,1
Milrinone,NA,0.5531,0.4431,-0.4213,0.4981,1
Nifedipine,NA,0.5498,0.5529,-0.3404,0.55135,1
PKC Beta Inhibitor,NA,0.5441,0.5343,-0.4222,0.5392,1
CHEMBL1201939,NA,0.5439,0.3795,-0.4218,0.4617,1
Trequinsin,NA,0.5415,0.3657,-0.5126,0.4536,1
BRD-K54247306,NA,0.5405,0.3784,-0.6309,0.45945,1
Phenoxazine,NA,0.5401,0.3791,-0.4375,0.4596,1
SA-1938820,NA,0.5399,0.3801,-0.4332,0.46,1
Propantheline,NA,0.5372,0.4,-0.4377,0.4686,1
C-Fms Inhibitor,NA,0.5357,0.5476,-0.3509,0.54165,1
Regorafenib,NA,0.5357,0.4818,-0.3271,0.50875,1
SCHEMBL17783919,NA,0.5339,0.3806,-0.4108,0.45725000000000005,1
Iniparib,NA,0.5335,0.4709,-0.4487,0.5022,1
BRD-K00150267,NA,0.5328,0.4315,-0.4856,0.48215,1
423735-93-7,NA,0.5299,0.624,-0.507,0.5769500000000001,1
Otenabant,NA,0.5297,0.4292,-0.5218,0.47945,1
TCB2,NA,0.5261,0.3358,-0.4313,0.43095,1
Ischemin,NA,0.5258,0.3244,-0.4247,0.42510000000000003,1
Triamcinolone Diacetate,NA,0.5224,0.3575,-0.3228,0.43994999999999995,1
Tyrphostin 51,NA,0.5211,0.3429,-0.4909,0.432,1
CEP-32496,NA,0.5205,0.3541,-0.433,0.4373,1
ALDA 1,NA,0.5201,0.506,-0.4657,0.51305,1
BRD-K99515159,NA,0.5199,0.3902,-0.4225,0.45505,1
CHEMBL2204241,NA,0.5191,0.5219,-0.5383,0.5205,1
844499-71-4,NA,0.5165,0.4849,-0.3495,0.5006999999999999,1
CHEMBL3183436,NA,0.515,0.52,-0.3227,0.5175000000000001,1
AZD5363,NA,0.5134,0.5252,-0.4178,0.5193,1
Clenbuterol,NA,0.5134,0.3425,-0.4768,0.42795,1
PJ34,NA,0.5128,0.4373,-0.4575,0.47505000000000003,1
Famciclovir,NA,0.5122,0.3376,-0.4224,0.4249,1
CI-218872,NA,0.5118,0.4769,-0.3465,0.49435,1
Histamine 2HCl,NA,0.511,0.3236,-0.3736,0.4173,1
BRD-K64877338,NA,0.5092,0.4115,-0.376,0.46035,1
Xanthohumol,NA,0.5091,0.3479,-0.4886,0.4285,1
(3-Isopropoxyphenyl)(1-((5-methyl-1-propyl-1H-pyrazol-4-yl)methyl)piperidin-3-yl)methanone,NA,0.5089,0.5054,-0.4224,0.50715,1
SAQUINAVIR MESYLATE,NA,0.5087,0.431,-0.4907,0.46985,1
362-74-3,NA,0.5075,0.4918,-0.3222,0.49965,1
BRD-A73558769,NA,0.5074,0.3646,-0.4605,0.43599999999999994,1
AC1O7M2R,NA,0.507,0.5075,-0.3261,0.50725,1
RO 08-2750,NA,0.5052,0.3577,-0.3542,0.43145,1
CHEMBL2141840,NA,0.5026,0.3558,-0.3806,0.4292,1
CHEMBL258148,NA,0.5026,0.4715,-0.3565,0.48705,1
SCHEMBL3092652,NA,0.5025,0.4197,-0.4125,0.46109999999999995,1
GGTI-2133,NA,0.5016,0.405,-0.5092,0.45330000000000004,1
BRD-K57200229-001-01-6,NA,0.5007,0.4683,-0.4588,0.48450000000000004,1
BRD-K52831896,NA,0.5003,0.3916,-0.4845,0.44594999999999996,1
MLS002703076,NA,0.4979,0.4306,-0.3351,0.46425,1
MLS002699918,NA,0.4956,0.4838,-0.3882,0.4897,1
Argatroban,NA,0.4949,0.3535,-0.3301,0.4242,1
BRD-K03113036-001-01-9,NA,0.4948,0.359,-0.3614,0.4269,1
BRD-K98240084,NA,0.4926,0.4609,-0.3774,0.47675,1
Cinepazide maleate,NA,0.4914,0.43,-0.5971,0.4607,1
STK222600,NA,0.4891,0.4498,-0.6665,0.46945,1
Hydrastinine,NA,0.4881,0.3265,-0.5583,0.4073,1
GW501516,NA,0.4881,0.3764,-0.378,0.43225,1
SMR000220152,NA,0.4877,0.3813,-0.4368,0.4345,1
Zolpidem,NA,0.4876,0.341,-0.6395,0.4143,1
Doxepin,NA,0.4874,0.3874,-0.4664,0.4374,1
Kinetin Riboside,NA,0.4863,0.4729,-0.3822,0.4796,1
CBKINASE1_008949,NA,0.485,0.4198,-0.4222,0.4524,1
BRD-K78603557,NA,0.4798,0.356,-0.575,0.4179,1
BRD-K41668190,NA,0.4797,0.3416,-0.4205,0.41065,1
GSK2636771,NA,0.479,0.3823,-0.4735,0.43065,1
YM 976,NA,0.4763,0.3976,-0.5285,0.43695,1
Apremilast (CC-10004),NA,0.4756,0.3811,-0.4091,0.42835,1
VGX-1027,NA,0.4753,0.5653,-0.4393,0.5203,1
CHEMBL214378,NA,0.4719,0.3791,-0.4226,0.4255,1
BRD-K96539190,NA,0.4667,0.3595,-0.4383,0.4131,1
Broad-Sai-560,NA,0.4667,0.4577,-0.5994,0.4622,1
SPECTRUM_001418,NA,0.4655,0.4178,-0.3263,0.44165,1
levopropoxyphene,NA,0.4654,0.4516,-0.4244,0.4585,1
SCHEMBL17497315,NA,0.4627,0.4001,-0.4375,0.4314,1
Htfmt,NA,0.4617,0.373,-0.3779,0.41735,1
CHEMBL2152368,NA,0.4591,0.4323,-0.4434,0.4457,1
BRD-K57064803,NA,0.4583,0.3974,-0.7546,0.42784999999999995,1
Fenbufen,NA,0.4581,0.3334,-0.4246,0.39575,1
CGP-52432,NA,0.4574,0.4249,-0.3612,0.44115,1
BIO2_000376,NA,0.4566,0.4943,-0.4385,0.47545000000000004,1
Bupivacaine,NA,0.4548,0.3695,-0.5268,0.41215,1
CHEMBL1552755,NA,0.4521,0.3844,-0.3394,0.41825,1
Alizapride,NA,0.4517,0.3997,-0.3506,0.42569999999999997,1
SPB02137,NA,0.4515,0.386,-0.4208,0.41875,1
L-745870,NA,0.4514,0.404,-0.4408,0.4277,1
T5832551,NA,0.451,0.356,-0.3674,0.40349999999999997,1
Desoxypeganine,NA,0.4509,0.4536,-0.4573,0.45225000000000004,1
Nicaraven,NA,0.4502,0.3426,-0.554,0.3964,1
Moxonidine,NA,0.4492,0.3513,-0.3261,0.40025,1
DASA-58,NA,0.4486,0.3669,-0.4583,0.40775,1
CHEMBL1939094,NA,0.4484,0.4155,-0.4247,0.43195,1
Primidone,NA,0.4479,0.4139,-0.3263,0.4309,1
JNJ-16259685,NA,0.4476,0.489,-0.4672,0.4683,1
BRD-K84039354,NA,0.4468,0.3605,-0.5301,0.40364999999999995,1
Ivabradine HCl,NA,0.4465,0.4713,-0.421,0.4589,1
Prosteride,NA,0.4459,0.3368,-0.5442,0.39135,1
SJ 172550,NA,0.4453,0.5088,-0.4955,0.47705,1
CHEMBL2361244,NA,0.4443,0.3428,-0.6917,0.39354999999999996,1
STK661558,NA,0.4438,0.3815,-0.4948,0.41264999999999996,1
STK179629,NA,0.4423,0.3686,-0.4569,0.40545,1
DICUMAROL,NA,0.4414,0.3319,-0.4091,0.38665,1
BRD-K18396390,NA,0.4411,0.4089,-0.4651,0.425,1
BRD-K04986062,NA,0.4396,0.3547,-0.4488,0.39715,1
TH02453-036-P1,NA,0.4395,0.3703,-0.572,0.40490000000000004,1
BRD-K08663380,NA,0.4375,0.442,-0.5648,0.43975,1
Biperiden,NA,0.437,0.3317,-0.6502,0.38434999999999997,1
Pidotimod,NA,0.4362,0.336,-0.4463,0.3861,1
Azaperone,NA,0.436,0.42,-0.3772,0.428,1
9-Epiquinine,NA,0.4348,0.4112,-0.5661,0.42300000000000004,1
BRD-K75813018,NA,0.4336,0.4056,-0.4272,0.4196,1
Cisaprida,NA,0.4332,0.4351,-0.5072,0.43415,1
BRD-K45758869-001-01-3,NA,0.4322,0.3806,-0.4055,0.4064,1
BRD-K58808184,NA,0.431,0.4241,-0.5045,0.42755,1
Antipyrine,NA,0.4309,0.3628,-0.893,0.39685000000000004,1
"Forskolin, NKH477",NA,0.4308,0.3799,-0.3932,0.40535,1
Olanzapine,NA,0.4287,0.4425,-0.5987,0.4356,1
Levonorgestrel,NA,0.4285,0.5108,-0.3636,0.46965,1
Tadalafil,NA,0.4278,0.3615,-0.4426,0.39465,1
MLS002391491,NA,0.4273,0.3692,-0.4191,0.39825,1
RO-3306,NA,0.427,0.3781,-0.463,0.40254999999999996,1
Dacarbazine,NA,0.4263,0.3339,-0.3772,0.3801,1
Tolbutamide,NA,0.4262,0.3881,-0.4484,0.40715,1
CHEMBL2057216,NA,0.4252,0.3482,-0.3292,0.38670000000000004,1
SR-02000000244,NA,0.424,0.4159,-0.5871,0.41995,1
Metolazone,NA,0.4239,0.3972,-0.5001,0.41054999999999997,1
(-)-Tramadol,NA,0.4224,0.3284,-0.5371,0.3754,1
Phenytoin,NA,0.4221,0.36,-0.4326,0.39105,1
BRD-K34545919,NA,0.4221,0.3576,-0.7091,0.38985,1
MBX-2982,NA,0.422,0.3798,-0.5368,0.40090000000000003,1
ABT-333,NA,0.4208,0.4455,-0.5702,0.43315000000000003,1
BRD-K21569926-019-01-5,NA,0.4202,0.3212,-0.5804,0.37070000000000003,1
Phenolphthalein,NA,0.4202,0.3356,-0.3454,0.3779,1
BRD-K65971331,NA,0.4194,0.386,-0.3298,0.4027,1
citiolone,NA,0.4184,0.3736,-0.8254,0.396,1
Inamrinone,NA,0.4177,0.5172,-0.3466,0.46745000000000003,1
BRD-K77750380,NA,0.4171,0.5611,-0.4166,0.48910000000000003,1
Ornidazole,NA,0.417,0.3492,-0.4105,0.3831,1
estropipate,NA,0.417,0.4162,-0.5685,0.41659999999999997,1
BRD-K00199686,NA,0.4163,0.3797,-0.4652,0.398,1
Propafenone,NA,0.4153,0.3884,-0.4355,0.40185000000000004,1
Ergoatetrine,NA,0.4145,0.3316,-0.53,0.37305,1
10-{3-[4-(2-Chloroethyl)piperazin-1-yl]propyl}-2-(trifluoromethyl)-10H-phenothiazine,NA,0.4144,0.447,-0.4221,0.43069999999999997,1
M3M3FBS,NA,0.4137,0.6049,-0.3459,0.5093,1
CHEMBL3185347,NA,0.4132,0.4157,-0.4767,0.41445,1
Acipimox,NA,0.4126,0.3708,-0.4871,0.39170000000000005,1
Oxandrolone,NA,0.412,0.5134,-0.4301,0.4627,1
Cyclopamine,NA,0.4119,0.3232,-0.5607,0.36755,1
Nelfinavir,NA,0.4117,0.396,-0.3401,0.40385000000000004,1
AZD-1152HQPA,NA,0.4112,0.374,-0.3219,0.3926,1
CHEMBL2354536,NA,0.4104,0.3254,-0.3686,0.3679,1
Boldine,NA,0.4094,0.3227,-0.4336,0.36605,1
BRD-K69827766,NA,0.4081,0.3735,-0.398,0.39080000000000004,1
979-32-8,NA,0.408,0.4094,-0.4234,0.40869999999999995,1
Otamixaban,NA,0.4068,0.4979,-0.5094,0.45235000000000003,1
BRD-K75693278,NA,0.4054,0.3783,-0.4441,0.39185000000000003,1
CP93129,NA,0.4036,0.3653,-0.5415,0.38445,1
NEFIRACETAM,NA,0.4035,0.4406,-0.5314,0.42205000000000004,1
ALD1-H_001128,NA,0.4033,0.3677,-0.4274,0.3855,1
NXY 059,NA,0.402,0.4935,-0.4887,0.44775,1
BRD-K93738295,NA,0.4013,0.3595,-0.5272,0.38039999999999996,1
Suloctidil,NA,0.4005,0.3993,-0.3394,0.39990000000000003,1
T-0156,NA,0.3998,0.3955,-0.4365,0.39765,1
SCHEMBL13991002,NA,0.3996,0.5417,-0.4195,0.47065,1
Papp,NA,0.3996,0.3217,-0.5336,0.36065,1
AC1NWAO0,NA,0.3987,0.3638,-0.3437,0.38125,1
Ondansetron,NA,0.3981,0.3247,-0.3367,0.3614,1
Clioquinol,NA,0.3975,0.324,-0.6951,0.36075,1
MLS002548990,NA,0.3961,0.431,-0.3267,0.41355,1
UREA,NA,0.3956,0.3417,-0.4651,0.36865000000000003,1
AC1MCK4M,NA,0.3954,0.3379,-0.6175,0.36665,1
Piceatannol,NA,0.395,0.3485,-0.3445,0.37175,1
Ketotifen,NA,0.3934,0.3338,-0.3261,0.36360000000000003,1
ST022313,NA,0.393,0.404,-0.4645,0.3985,1
"2-Propenoic acid, 3-[4-(1H-imidazol-1-ylmethyl)phenyl]-, (z)-",NA,0.3928,0.3976,-0.4586,0.3952,1
BRD-K30459086,NA,0.3925,0.3504,-0.4736,0.37145,1
MLS000877024,NA,0.3925,0.5546,-0.3514,0.47355,1
Digoxigenin,NA,0.3923,0.4572,-0.4752,0.42474999999999996,1
3-[(3-Hydroxy-2-phenylpropanoyl)oxy]-8-methyl-8-(propan-2-yl)-8-azoniabicyclo[3.2.1]octane,NA,0.3916,0.3651,-0.4239,0.37834999999999996,1
Sotrastaurin,NA,0.3915,0.4117,-0.788,0.4016,1
Diclofenac,NA,0.3892,0.3302,-0.4396,0.3597,1
BRD-K57732441,NA,0.3891,0.3316,-0.5396,0.36035,1
AC1Q3NSV,NA,0.3887,0.4137,-0.647,0.4012,1
(+)-Timolol,NA,0.3884,0.5023,-0.322,0.44535,1
BRD-K64106162,NA,0.3839,0.3591,-0.4252,0.3715,1
Pregnenolone,NA,0.3829,0.4434,-0.3811,0.41315,1
SMR000064811,NA,0.3818,0.4266,-0.6399,0.4042,1
ZM323881,NA,0.3814,0.3995,-0.4212,0.39045,1
CID 75060880,NA,0.3795,0.4298,-0.4387,0.40465,1
Strychnine,NA,0.3791,0.3534,-0.5167,0.36624999999999996,1
MLS002471791,NA,0.3789,0.3423,-0.4685,0.36060000000000003,1
Pravastatin,NA,0.3783,0.3356,-0.5128,0.35695,1
Etomoxir,NA,0.3769,0.5021,-0.5719,0.4395,1
BRD-K36462169,NA,0.3762,0.3477,-0.4098,0.36195,1
INCA-6,NA,0.3742,0.4058,-0.4786,0.39,1
Velnacrine,NA,0.3723,0.394,-0.5829,0.38315,1
Somatostatin,NA,0.3711,0.3657,-0.5345,0.3684,1
Iloprost,NA,0.3709,0.4808,-0.4894,0.42585,1
SCHEMBL11184005,NA,0.3707,0.3488,-0.5761,0.35975,1
K784-3187,NA,0.3703,0.49,-0.6414,0.43015000000000003,1
MLS002548989,NA,0.3686,0.4271,-0.3488,0.39785,1
Apigenin Triacetate,NA,0.3682,0.3813,-0.445,0.37475,1
Medroxyprogesterone,NA,0.3671,0.4979,-0.36870000000000003,0.4325,1
MLS003129090,NA,0.3667,0.3882,-0.5954,0.37745,1
TCMDC-125843,NA,0.3662,0.4018,-0.4538,0.384,1
Pimobendan,NA,0.3648,0.3756,-0.442,0.3702,1
Oglemilast,NA,0.3635,0.4585,-0.4537,0.41100000000000003,1
GSK1292263,NA,0.3635,0.3722,-0.543,0.36785,1
AC1OAATK,NA,0.3624,0.3372,-0.3693,0.3498,1
Thioproperazine,NA,0.3611,0.3444,-0.5303,0.35275,1
"ICI 192,605",NA,0.3605,0.3798,-0.4124,0.37015,1
ST076228,NA,0.3578,0.3302,-0.3619,0.344,1
