compound,azt,nib,quine,vir,similarity,meansim,nas
KX2-391,0.4668,0.711,0.6207,0.5085,-0.4353,0.57675,0
Cabazitaxel,0.4666,0.6629,0.5341,0.528,-0.4095,0.5479,0
MK-5108,0.4664,0.6318,0.6543,0.5741,-0.4129,0.58165,0
SCHEMBL6851809,0.4662,0.4669,0.676,NA,-0.5844,0.5363666666666667,1
Dacinostat,0.466,0.4231,0.6219,0.6577,-0.41,0.542175,0
BRD-A43331270-001-01-6,0.4659,0.5513,0.6013,0.8789,-0.3282,0.62435,0
VX-765,0.4658,NA,0.5574,NA,-0.4335,0.5116,2
Brazilin,0.4653,0.4322,0.7599,0.3469,-0.3313,0.5010749999999999,0
IN1549,0.4652,NA,0.6155,0.4423,-0.4605,0.5076666666666667,1
SCHEMBL17378613,0.4652,0.5898,0.7161,0.5642,-0.3945,0.583825,0
Dactolisib,0.4651,0.5083,0.785,0.6918,-0.3212,0.61255,0
CEP-32496,0.465,0.3823,0.6457,0.7624,-0.433,0.56385,0
MLS001172197,0.465,0.508,0.6209,0.4984,-0.526,0.523075,0
BRD-A81936046,0.4648,NA,0.6117,0.4584,-0.4361,0.5116333333333334,1
AZ628,0.4647,0.4089,0.75,0.8581,-0.3297,0.620425,0
BRD-K09989112,0.4643,NA,NA,0.4673,-0.689,0.4658,2
Ponatinib,0.464,0.3787,0.7415,0.5693,-0.3334,0.538375,0
Amuvatinib,0.4639,0.3989,0.6272,0.7444,-0.3301,0.5586,0
Adapalene,0.4636,0.423,0.5724,NA,-0.4234,0.48633333333333334,1
CHEMBL2362360,0.4633,0.4339,NA,0.467,-0.4953,0.4547333333333333,1
CHEMDIV1_016684,0.4633,0.3709,0.5474,0.4247,-0.4771,0.451575,0
"4-(3-Ethyl[1,2,4]triazolo[3,4-b][1,3,4]thiadiazol-6-yl)aniline",0.463,NA,0.5912,0.4183,-0.3698,0.49083333333333334,1
Sepantronium,0.463,0.5145,0.6199,0.6883,-0.3407,0.571425,0
Bufalin,0.4627,0.334,0.4301,0.4035,-0.4457,0.407575,0
Broad-Sai-045,0.4626,0.3639,0.6721,0.4677,-0.326,0.491575,0
Tamoxifen,0.4624,0.4207,0.7439,0.5911,-0.3607,0.5545249999999999,0
AZD-6482,0.4614,0.3589,0.6791,0.5953,-0.3433,0.523675,0
F1396-0210,0.4612,0.3873,0.6002,NA,-0.4183,0.4829,1
SMR000030495,0.4609,0.3957,0.4155,0.3486,-0.3263,0.405175,0
LGX818,0.4608,0.4504,0.7313,0.5067,-0.3219,0.5373,0
Panobinostat,0.4604,0.4439,0.7885,0.6155,-0.3221,0.577075,0
Valrubicin,0.46,0.4349,0.576,0.4971,-0.3524,0.492,0
KI8751,0.4599,0.3841,0.4988,0.5928,-0.4363,0.4839,0
ZM336372,0.4599,0.3352,0.5887,0.479,-0.3523,0.4657,0
Radicicol,0.4597,0.5633,0.6031,0.6404,-0.3232,0.5666249999999999,0
CHEMBL3184547,0.4596,0.4289,0.5872,0.3543,-0.3333,0.4575,0
MLS001002737,0.4595,NA,0.7461,0.4178,-0.4453,0.5411333333333334,1
AC1O9ZP5,0.4592,0.434,0.6702,0.4687,-0.3392,0.508025,0
BRD-K97955841,0.4591,NA,0.7424,0.3557,-0.3287,0.5190666666666667,1
Infigratinib,0.4589,0.4761,0.7214,0.4977,-0.3479,0.538525,0
Troglitazone,0.4589,0.4895,0.6888,0.6411,-0.324,0.5695749999999999,0
PHA-793887,0.4588,0.5971,0.6728,0.5639,-0.3216,0.5731499999999999,0
Osimertinib,0.4587,0.4661,0.6452,0.6702,-0.3537,0.56005,0
Securinine,0.4579,0.378,0.5527,0.3859,-0.3427,0.443625,0
Pizotyline,0.4578,NA,0.5436,0.5396,-0.415,0.5136666666666666,1
BRD-K61431779,0.4574,NA,0.4183,0.3464,-0.4308,0.40736666666666665,1
TW 37,0.4571,0.3315,0.5418,0.4665,-0.3267,0.449225,0
761437-28-9,0.4569,0.4283,0.7118,0.4504,-0.3365,0.51185,0
SMR000047763,0.4569,0.3488,NA,0.68,-0.3647,0.49523333333333336,1
Mebendazole,0.4567,0.5755,0.6509,0.5708,-0.4143,0.563475,0
AT-7519,0.4566,0.4867,0.7098,0.6842,-0.3223,0.584325,0
Taselisib,0.4564,0.5471,0.6107,0.625,-0.4273,0.5598,0
Naringenin,0.4564,NA,0.6217,0.4766,-0.4902,0.5182333333333333,1
PCI-32765,0.4561,0.4819,0.7236,0.6338,-0.3273,0.57385,0
GSK-1070916,0.456,0.5536,0.7312,0.8634,-0.3429,0.65105,0
Fatostatin,0.4555,0.3544,NA,0.7101,-0.4165,0.5066666666666666,1
BDBM50442904,0.4554,0.4563,0.4517,0.3791,-0.3684,0.435625,0
TORIN-2,0.4552,0.5227,0.7914,0.4481,-0.3257,0.55435,0
Selumetinib,0.455,0.4287,0.8212,0.5814,-0.329,0.571575,0
SCHEMBL1995782,0.455,0.3475,0.6683,NA,-0.4567,0.4902666666666667,1
Rotenone,0.4546,0.4781,0.6524,0.6179,-0.3806,0.55075,0
Lansoprazole,0.4544,NA,NA,0.3544,-0.4856,0.4044,2
LDN 193189,0.4542,0.5085,0.7464,0.8165,-0.373,0.6314,0
Abexinostat,0.454,0.405,0.4991,0.708,-0.3227,0.516525,0
BIIB 021,0.4537,0.3682,0.5667,0.4351,-0.4159,0.455925,0
CHEMBL3186722,0.4534,0.4272,0.5379,0.3707,-0.3771,0.44730000000000003,0
AC1MJ3VH,0.4531,0.4886,0.6552,0.5315,-0.3601,0.5321,0
MLS001007458,0.4525,0.429,0.54,0.6197,-0.4502,0.5103,0
MW-STK33-100,0.4522,NA,0.6536,0.5274,-0.4426,0.5444,1
Papaverine,0.4519,NA,0.6876,0.3854,-0.4094,0.5083,1
CHEMBL2359798,0.4518,0.4785,0.4591,0.6928,-0.5192,0.52055,0
MAZ51,0.4515,0.6237,NA,0.6483,-0.8375,0.5745,1
U0126,0.4512,0.3532,0.624,NA,-0.4634,0.47613333333333335,1
CHEMBL2362024,0.4512,0.3501,NA,0.3931,-0.4211,0.39813333333333334,1
Medroxyprogesterone,0.4509,0.5721,0.6156,0.4354,-0.36870000000000003,0.5185000000000001,0
CHEMBL3347630,0.4508,0.4508,0.6587,0.5509,-0.363,0.5277999999999999,0
Hyperoside,0.4505,0.3255,0.6266,0.3979,-0.3257,0.450125,0
BMS-754807,0.4504,0.4886,0.6308,0.4678,-0.3304,0.5094,0
BX-795,0.4503,0.4211,0.6468,0.7641,-0.3375,0.570575,0
BIO2_000413,0.4502,0.4473,0.7135,0.3828,-0.513,0.49845,0
Resveratrol,0.45,0.4957,0.6762,0.5684,-0.3317,0.547575,0
I-BET151,0.4499,0.4316,0.5729,0.5541,-0.3288,0.502125,0
SA-1973507,0.4497,0.5368,0.5649,0.5462,-0.3262,0.5244,0
AC1NWALC,0.4495,0.395,0.5501,0.434,-0.454,0.45715,0
Puromycin,0.4494,0.4942,0.4475,0.4498,-0.3821,0.460225,0
SMR000173514,0.4491,NA,0.6798,0.3716,-0.3529,0.5001666666666666,1
AT 7867,0.4489,0.4375,0.6176,0.4685,-0.3218,0.49312500000000004,0
BRD-K21918725,0.4489,NA,NA,0.4922,-0.392,0.47055,2
Cyclosporin A,0.4486,0.4554,0.6819,0.3841,-0.3356,0.4925,0
BRD-K92659561,0.4485,0.329,0.6911,0.4422,-0.5068,0.4777,0
Brefeldin A,0.4485,0.5327,0.617,0.6519,-0.3444,0.5625249999999999,0
MLS-0091943.0001,0.4484,0.4903,0.5483,NA,-0.3414,0.4956666666666667,1
3R14S-Ochratoxin a,0.4483,NA,0.6916,0.3625,-0.4576,0.5008,1
CHEMBL3187421,0.4481,0.4653,0.6137,NA,-0.4903,0.5090333333333333,1
BRD-M66254575,0.448,NA,0.6345,0.3939,-0.518,0.4921333333333333,1
APD668,0.4478,NA,0.5207,NA,-0.4627,0.48425,2
ML162,0.4477,0.4834,0.6515,0.484,-0.3575,0.5166499999999999,0
2-Fluoroadenosine,0.4475,0.5424,0.6923,NA,-0.3251,0.5607333333333333,1
13-Cis-retinol,0.4472,0.3391,NA,0.4829,-0.4497,0.42306666666666665,1
869288-64-2,0.4468,0.467,0.6351,0.5838,-0.3646,0.533175,0
SMP2_000249,0.4465,0.3636,0.5519,0.5544,-0.4088,0.47909999999999997,0
Quinoclamine,0.4464,0.4299,0.5415,0.5752,-0.3429,0.49825,0
BRD-K67925802,0.4463,0.549,0.5703,0.481,-0.5007,0.51165,0
Pimecrolimus,0.4457,NA,0.5739,0.4643,-0.4503,0.4946333333333333,1
Alitretinoin,0.4449,0.3815,0.6784,0.4707,-0.3263,0.493875,0
SB-216641,0.4446,NA,0.5748,0.594,-0.416,0.5378,1
PHA-767491,0.4445,0.3848,0.671,0.5462,-0.3553,0.511625,0
Levonorgestrel,0.4444,0.5331,0.6438,0.5194,-0.3636,0.535175,0
CAY10618,0.4444,0.4445,0.5556,0.669,-0.3581,0.528375,0
Ciclopirox,0.4441,NA,0.5991,NA,-0.3367,0.5216,2
TAS-301,0.444,0.3586,0.5924,0.4118,-0.5207,0.4517,0
Trichostatin,0.4438,0.5169,0.6126,0.6932,-0.3338,0.566625,0
"Cyclohexanecarboxamide, 4-(1-aminoethyl)-n-4-pyridinyl-, trans-",0.4437,0.3493,0.7329,0.5946,-0.3506,0.530125,0
17-DMAG (Alvespimycin) HCl,0.4434,0.4129,NA,0.3958,-0.3263,0.41736666666666666,1
MLS000094939,0.4434,0.4556,0.5111,0.5116,-0.3579,0.480425,0
Manumycin-A,0.4434,0.6018,0.6536,0.4921,-0.4379,0.547725,0
CHEMBL2143628,0.4433,0.3259,0.4244,0.5667,-0.4023,0.440075,0
Avicin-D,0.4432,0.4701,0.6696,0.6484,-0.3245,0.557825,0
galantamine,0.4429,0.5533,0.6126,0.5002,-0.4322,0.52725,0
NSC25485,0.4425,0.3527,0.5388,0.3914,-0.4129,0.43135,0
BRD-K40476324-001-01-6,0.4423,NA,NA,0.4446,-0.4442,0.44345,2
BAY 57-1293,0.4423,NA,0.5475,0.3797,-0.486,0.4565,1
KUC104233,0.4423,NA,NA,0.4442,-0.3556,0.44325000000000003,2
Gossypol,0.4421,0.4599,0.7467,0.672,-0.3457,0.580175,0
Enzastaurin,0.442,0.591,0.6789,0.5392,-0.4511,0.562775,0
KUC105208 KUC105208N,0.4414,0.3411,0.5411,0.5007,-0.5519,0.456075,0
U 0126,0.4411,0.4353,0.7638,0.381,-0.363,0.5053,0
AC1LEPRU,0.4408,0.3857,0.6528,0.5065,-0.3311,0.49645,0
Lovastatin,0.4406,0.5425,0.5929,0.4646,-0.3275,0.51015,0
Progesterone,0.4406,0.5968,0.6906,0.4037,-0.3425,0.532925,0
AZD4547,0.4406,0.4978,0.7078,0.6372,-0.3227,0.57085,0
CHEMBL578162,0.4405,0.3894,0.5436,0.4271,-0.4715,0.45015,0
Nalbuphine,0.4405,NA,0.5837,0.5004,-0.8229,0.5082,1
SAN1_000751,0.4405,0.4718,0.7031,0.3512,-0.3695,0.49165,0
Phorbol 12-myristate-13-acetate,0.4404,0.7087,0.6291,0.7521,-0.3639,0.632575,0
Avicin-G,0.4401,0.4677,0.8007,0.7216,-0.3234,0.607525,0
Skiii,0.4398,0.5137,0.6925,0.4452,-0.3212,0.5228,0
Raloxifene,0.4398,0.4516,0.628,0.5781,-0.3289,0.524375,0
SCHEMBL17052537,0.4391,0.3502,0.7067,0.5839,-0.3227,0.519975,0
CHEMBL2140612,0.4389,NA,NA,0.3583,-0.5117,0.3986,2
CHEMBL436817,0.4388,0.3843,0.8654,0.8263,-0.4267,0.6287,0
CHEMBL2141722,0.4384,0.4521,0.5522,0.4374,-0.3581,0.470025,0
MLS002222336,0.4383,NA,0.6457,0.5012,-0.3654,0.5284,1
BSPBIO_001542,0.4382,0.3329,0.54,0.3774,-0.4292,0.422125,0
Methandriol,0.4382,0.5259,0.4155,0.3994,-0.4334,0.44475,0
Artesunate,0.438,0.4104,0.5431,0.4742,-0.3623,0.466425,0
Trazodone,0.4379,NA,0.6959,0.4572,-0.6018,0.5303333333333333,1
TAS-103 (dihydrochloride),0.4379,0.5218,0.6562,0.4096,-0.3218,0.506375,0
1166227-08-2,0.4379,0.7694,0.6755,0.5457,-0.3463,0.607125,0
MLS003129701,0.4373,NA,NA,0.3612,-0.33,0.39925,2
BX471,0.4371,NA,0.5279,0.5122,-0.4835,0.4924,1
CB7950998,0.4371,0.3332,NA,NA,-0.4579,0.38515,2
SB239063,0.4369,0.3814,0.6459,0.5045,-0.3222,0.49217500000000003,0
MLS000589843,0.4369,NA,0.4598,0.7304,-0.3656,0.5423666666666667,1
QL47,0.4367,0.4834,0.722,0.5342,-0.3516,0.544075,0
Vanoxerine,0.4367,0.4814,0.6496,0.5018,-0.3292,0.517375,0
CID 75060944,0.4364,0.3562,0.6132,0.4295,-0.3403,0.458825,0
CHEMBL2144875,0.4359,NA,0.6067,0.3518,-0.5588,0.4648,1
BRD-K96694631,0.4358,NA,0.5409,NA,-0.4092,0.48835000000000006,2
TORIN1,0.4353,0.4584,0.7215,0.73740000000000006,-0.3374,0.5881500000000001,0
Latrunculin B,0.4353,0.5378,0.6031,0.5069,-0.3239,0.520775,0
Tanespimycin,0.4352,0.4909,0.6508,0.6481,-0.4308,0.55625,0
Nefazodone,0.4348,0.4214,0.772,0.5416,-0.4883,0.54245,0
BRD-A28746609,0.4348,0.5225,0.614,0.4743,-0.4754,0.5114,0
"Ingenol 3,20-dibenzoate",0.4348,0.703,0.6108,0.8014,-0.3682,0.6375,0
BAS 00448127,0.4347,0.3428,0.5372,NA,-0.4693,0.4382333333333333,1
Ozagrel,0.4344,NA,0.4087,0.7408,-0.4605,0.5279666666666667,1
Thiostrepton,0.434,0.4992,0.6781,0.4763,-0.3479,0.5219,0
Seliciclib,0.434,0.4865,0.717,0.7891,-0.3211,0.60665,0
Ornidazole,0.4339,NA,0.5353,0.4791,-0.4105,0.4827666666666667,1
Brexpiprazole,0.4338,NA,0.4991,0.3511,-0.344,0.428,1
SCHEMBL6874948,0.4334,0.546,0.7023,0.5867,-0.3336,0.5671,0
CHEMBL2140128,0.4332,0.4357,0.5526,0.4949,-0.3497,0.47909999999999997,0
Staurosporine,0.4329,0.5396,0.7077,0.4126,-0.3345,0.5232,0
Avasimibe,0.4329,0.4024,0.6758,0.7967,-0.4066,0.57695,0
Reversine,0.4327,0.3513,0.6672,NA,-0.3344,0.48373333333333335,1
"4,11-Diethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione",0.4326,0.5131,0.6946,0.4829,-0.3408,0.5307999999999999,0
BRD-K76856691,0.4325,NA,0.5374,0.5041,-0.4476,0.49133333333333334,1
AC1LPBDT,0.4325,NA,0.6971,0.3405,-0.442,0.4900333333333334,1
MLS003329222,0.4325,0.3536,0.6218,NA,-0.461,0.4693,1
CHEMBL2355890,0.4323,0.36870000000000003,0.3964,0.4787,-0.4282,0.419025,0
OSI-930,0.432,NA,0.6619,0.4923,-0.4124,0.5287333333333334,1
MLS002232309,0.4319,0.3512,0.4448,0.4881,-0.4745,0.429,0
NSC653260,0.4318,0.4689,0.417,0.4498,-0.3297,0.441875,0
MRE-269,0.4316,NA,NA,0.6152,-0.3341,0.5234,2
Phorbol Myristate Acetate,0.4315,0.5418,0.558,0.6532,-0.3335,0.546125,0
AC1NWALX,0.4315,0.3301,NA,0.4179,-0.4286,0.39316666666666666,1
MLS000877024,0.4313,NA,0.6391,0.4854,-0.3514,0.5186,1
MAYBRIDGE4_003950,0.431,NA,0.3965,NA,-0.4856,0.41375,2
Oxetane,0.431,0.4307,0.6913,0.7352,-0.3295,0.57205,0
138402-11-6,0.4308,NA,0.6472,0.5151,-0.3278,0.5310333333333334,1
LY2784544,0.4307,0.6137,0.603,0.4897,-0.3654,0.53427500000000006,0
Ingenol Mebutate,0.4307,0.4525,0.559,0.6204,-0.3259,0.51565,0
CEP-37440,0.4307,0.4786,0.6492,0.3774,-0.3287,0.48397500000000004,0
BRD-K43540029,0.4305,NA,0.6156,0.4036,-0.4821,0.48323333333333335,1
Selamectin,0.4302,0.4628,0.5524,0.5581,-0.3332,0.500875,0
BRD-K43194109,0.4293,0.3218,0.4643,0.5729,-0.4683,0.447075,0
CHEMBL2134189,0.4293,NA,0.6752,NA,-0.4653,0.55225,2
Methocarbamol,0.4291,NA,0.6115,0.4836,-0.4178,0.5080666666666667,1
Emetine,0.4289,0.3308,0.5569,0.4898,-0.3395,0.4516,0
Galeterone,0.4288,NA,NA,0.4249,-0.716,0.42685,2
MLS000040279,0.4283,0.4702,0.775,0.4979,-0.43120000000000003,0.54285,0
Pyrimethamine,0.4282,0.3829,0.6925,0.4952,-0.3605,0.49970000000000003,0
Digoxigenin,0.4281,NA,0.6639,0.447,-0.4752,0.513,1
STK661558,0.428,NA,0.6437,NA,-0.4948,0.53585,2
CHEMBL2140299,0.428,0.5161,0.5906,0.5194,-0.4271,0.513525,0
SCHEMBL12684744,0.428,0.3974,0.6979,0.5297,-0.363,0.51325,0
AC1NWALF,0.4278,0.3815,0.4978,0.5492,-0.4205,0.464075,0
WZ 4002,0.4275,0.4887,0.6987,0.5378,-0.3719,0.538175,0
Tubastatin A,0.4275,0.5042,0.5908,0.4983,-0.3313,0.5052,0
ZK-93423,0.4273,0.4277,0.5892,0.5142,-0.3408,0.4896,0
BRD-K38477985,0.4273,0.4741,0.3928,0.444,-0.3428,0.43455,0
Androstenedone,0.4272,0.4501,0.5588,0.4482,-0.5535,0.471075,0
Pralatrexate,0.427,0.4255,0.5637,NA,-0.3255,0.47206666666666663,1
SCHEMBL570779,0.4266,0.5944,0.7153,0.4445,-0.4219,0.5452,0
ML228,0.4261,0.455,0.5457,0.3623,-0.3271,0.447275,0
Proscillaridin A,0.4257,0.3722,0.4721,0.4202,-0.4167,0.42255,0
BSPBIO_000981,0.4251,0.3982,NA,0.4652,-0.335,0.4295,1
BRD-K84450674,0.425,0.4702,0.697,NA,-0.3231,0.5307333333333333,1
Dorsomorphin,0.4248,0.4309,0.5912,0.5714,-0.3367,0.504575,0
CID 91122153,0.4244,NA,0.7205,0.3507,-0.4244,0.49853333333333333,1
VX-702,0.4243,NA,0.5688,0.4117,-0.4602,0.46826666666666666,1
Periplocymarin,0.4242,NA,0.4679,0.4253,-0.4266,0.4391333333333333,1
AC1O52XK,0.4241,NA,0.6563,0.4557,-0.4454,0.5120333333333333,1
179324-69-7,0.424,0.5789,0.8356,0.5728,-0.321,0.6028249999999999,0
Telmisartan,0.4239,0.4574,0.7188,0.5706,-0.4149,0.542675,0
Cycloheximide,0.4238,0.4367,0.572,0.5467,-0.3322,0.49479999999999996,0
SMR000163306,0.4238,NA,0.6043,0.4821,-0.4203,0.5034,1
altrenogest,0.4238,0.4634,0.4966,0.713,-0.6201,0.5242,0
Testosterone Propionate,0.4236,0.3523,0.6766,0.466,-0.7256,0.47962499999999997,0
MLS000038106,0.4236,0.5038,0.6609,0.601,-0.4324,0.5473250000000001,0
CHEMBL2139663,0.4234,0.4164,0.4823,0.4127,-0.3274,0.4337,0
Cucurbitacin I,0.4233,0.4951,0.5969,0.4112,-0.3674,0.48162499999999997,0
NCGC00170189-01,0.4231,NA,NA,0.5233,-0.3812,0.47319999999999995,2
BAY 87-2243,0.423,0.4275,0.4432,0.6242,-0.3423,0.479475,0
2-Bromo-.alpha.-ergocryptine,0.423,0.4921,0.6955,0.4374,-0.4124,0.512,0
"PI 3-K/mTOR Inhibitor III, PKI-179",0.4226,0.4742,0.5867,0.3549,-0.3405,0.4596,0
NINDS_000152,0.4223,0.4054,0.6395,0.4815,-0.41,0.48717499999999997,0
Itrazole,0.4223,0.4211,0.6095,0.8543,-0.461,0.5768,0
Salvinorin A,0.4222,NA,0.4231,0.3571,-0.4423,0.4008,1
TGX-115,0.4221,0.5148,0.6193,NA,-0.3298,0.5187333333333333,1
Nordihydroguaiaretic acid,0.4221,0.3507,0.5498,0.3871,-0.39,0.427425,0
PF 3845,0.4221,NA,0.5825,0.6231,-0.3276,0.5425666666666666,1
BRD-K68190084,0.422,0.3414,0.4155,0.3488,-0.4541,0.38192499999999996,0
RO-281675,0.4218,0.4526,0.6371,0.4519,-0.3527,0.49085,0
CYTO7H11,0.4216,0.5213,0.6794,0.4349,-0.4825,0.5143,0
Carbonyl Cyanide M-Chlorophenylhydrazone,0.4215,0.562,0.6296,0.4104,-0.3807,0.5058750000000001,0
Dienestrol,0.421,NA,0.6488,0.4813,-0.4104,0.5170333333333333,1
NU-7026,0.421,0.3675,0.619,0.4163,-0.4205,0.45594999999999997,0
GW843682X,0.421,0.421,0.646,0.7036,-0.3211,0.5479,0
IN1434,0.421,0.4021,0.4966,0.4984,-0.4345,0.454525,0
ENMD-2076,0.421,0.4925,0.7017,0.364,-0.3354,0.4948,0
SCHEMBL15556278,0.4207,0.4066,0.6892,0.5106,-0.4237,0.506775,0
MLS000057540,0.4207,0.3922,NA,0.5369,-0.4629,0.44993333333333335,1
Avrainvillamide-analog-6,0.4207,0.49,0.5571,0.4349,-0.3409,0.475675,0
CHEMBL258148,0.4206,0.4131,0.6957,0.5275,-0.3565,0.5142249999999999,0
Digoxin,0.4205,NA,NA,0.3967,-0.4188,0.40859999999999996,2
GSK-J1,0.4203,0.3359,0.6248,0.4555,-0.4208,0.459125,0
T5715534,0.4202,0.3523,0.5738,0.5036,-0.4416,0.462475,0
MLS002703112,0.4201,0.4155,NA,NA,-0.3652,0.41779999999999995,2
MLS001116157,0.42,0.4359,0.6856,0.4476,-0.3422,0.497275,0
BRD-K05456756,0.4196,NA,0.6109,NA,-0.4365,0.51525,2
CHEMBL2131985,0.4196,NA,NA,0.3553,-0.3601,0.38744999999999996,2
"3,5-Bis(4-methylbenzylidene)piperidin-4-one",0.4195,0.4618,0.5508,0.5014,-0.3406,0.483375,0
BRD-K04076294,0.4193,0.4338,0.7078,0.3838,-0.3586,0.486175,0
CO-1686 (AVL-301),0.4193,0.4829,0.5636,0.5147,-0.7145,0.49512500000000004,0
Vitinoin,0.4193,0.3621,0.6172,0.4934,-0.4796,0.473,0
OSI-027,0.419,0.4353,0.6312,0.5034,-0.4167,0.497225,0
SCHEMBL17497626,0.4189,0.4112,0.6921,0.3486,-0.3251,0.4677,0
SCHEMBL10028376,0.4188,0.3757,NA,NA,-0.3232,0.39725,2
Epivincamine,0.4181,0.3282,0.4842,0.4,-0.5758,0.407625,0
SCHEMBL16980374,0.418,0.3767,0.5412,0.6874,-0.3633,0.505825,0
MLS-0437131.0001,0.4176,NA,0.6031,0.3678,-0.5247,0.4628333333333333,1
Buspirone,0.4176,NA,0.5478,0.7192,-0.466,0.5615333333333333,1
CHEMBL3186769,0.4176,0.4122,NA,NA,-0.4055,0.41490000000000005,2
PRESTWICK3_000652,0.4174,NA,0.5423,0.3739,-0.4588,0.44453333333333334,1
UNII-MET7ZRB8Y7,0.4174,0.4882,NA,0.6046,-0.396,0.5034000000000001,1
Chlorambucil,0.4173,0.7871,0.5879,0.5555,-0.3356,0.58695,0
TL Aurora 09,0.4171,NA,0.5363,0.5262,-0.4547,0.4932,1
Chelerythrine,0.417,0.4302,0.7712,0.5263,-0.4116,0.536175,0
301836-43-1,0.4169,0.3394,0.6372,0.5282,-0.4187,0.480425,0
Thioproperazine,0.4168,NA,0.6165,NA,-0.5303,0.51665,2
GSK J4,0.4167,0.4539,0.7103,0.5577,-0.3363,0.5346500000000001,0
CHEMBL3186197,0.4166,0.3564,0.6942,0.7452,-0.4349,0.5531,0
MLN 2480,0.4165,0.5463,0.4898,0.3819,-0.4207,0.458625,0
FR-180204,0.4162,0.3602,0.7111,0.4895,-0.339,0.49424999999999997,0
Cephaeline,0.4161,0.3487,0.4088,0.4203,-0.4114,0.398475,0
AS-605240,0.4159,0.3222,0.7658,0.8111,-0.3467,0.57875,0
MLS000583951,0.4159,0.6265,0.6127,0.5041,-0.3517,0.5398,0
SB-202190,0.4159,0.3358,0.6821,NA,-0.483,0.4779333333333333,1
SMR000206939,0.4159,0.5278,0.6214,0.4004,-0.3696,0.491375,0
Batimastat,0.4157,0.3825,0.7456,NA,-0.4489,0.5146000000000001,1
HG6-64-1,0.4154,0.3386,0.4338,0.3895,-0.3405,0.39432500000000004,0
SAN1_003817,0.4151,0.425,0.681,0.605,-0.4182,0.531525,0
Thalidomide,0.4149,NA,0.6342,0.5543,-0.4131,0.5344666666666666,1
SB590885,0.4148,0.4367,0.8109,0.635,-0.3523,0.57435,0
Atenolol,0.4148,NA,0.4291,NA,-0.5147,0.42195,2
SCHEMBL16980224,0.4146,0.6445,0.6994,0.7143,-0.3547,0.6182,0
Linoleoylethanolamide,0.4145,NA,0.4407,0.377,-0.4475,0.41073333333333334,1
Acivicin,0.4144,0.5064,0.6455,0.3691,-0.3439,0.48385,0
CHEMBL2361406,0.4144,0.3874,NA,NA,-0.3849,0.40090000000000003,2
FGIN1-27,0.4142,NA,0.8528,0.4234,-0.3835,0.5634666666666667,1
BRD-K95985487-001-01-3,0.4141,0.3356,0.5032,NA,-0.4263,0.41763333333333336,1
Avrainvillamide-analog-1,0.414,0.3402,0.5966,0.3929,-0.4952,0.435925,0
CP-724714,0.414,0.4516,0.7713,0.6036,-0.3216,0.560125,0
SAN1_011387,0.4139,0.3851,0.6535,NA,-0.4271,0.48416666666666663,1
AZD7762,0.4136,0.4356,0.6537,0.6117,-0.3657,0.52865,0
STK139544,0.4134,NA,0.4699,0.3651,-0.4429,0.4161333333333333,1
SB415286,0.4133,0.3931,0.4048,0.369,-0.4581,0.39505,0
SA-1921617,0.4132,NA,0.5971,0.5029,-0.5114,0.5044,1
RAC-Etomoxir,0.4132,NA,0.5734,0.4619,-0.5433,0.48283333333333334,1
CHEMBL2361021,0.4129,0.3593,0.4041,NA,-0.4129,0.3921,1
AT13387,0.4129,NA,0.5615,0.8476,-0.3265,0.6073333333333333,1
SA-1939007,0.4128,0.4633,0.7346,0.3466,-0.3632,0.489325,0
BRD-K41087962,0.4128,NA,0.6611,NA,-0.3466,0.53695,2
MLS000046849,0.4125,NA,0.4156,0.4434,-0.5838,0.42383333333333334,1
Fenretinide,0.4124,0.361,0.5867,0.7246,-0.583,0.5211749999999999,0
BRD-K08663380,0.4122,0.3567,0.6336,0.4139,-0.5648,0.4541,0
PIK-75,0.4122,0.3255,0.6533,NA,-0.4327,0.46366666666666667,1
Flumatinib (mesylate),0.4119,0.36,0.6417,0.3957,-0.4213,0.452325,0
KS-1136,0.4117,NA,0.5064,0.3472,-0.4951,0.4217666666666667,1
vicriviroc,0.4114,0.3363,0.6071,NA,-0.3475,0.4516,1
BRD-K60636255,0.411,NA,0.5573,0.4303,-0.5133,0.4662,1
"7-Hydroxy-2-n,n-dipropylaminotetralin",0.4106,NA,0.5418,NA,-0.4879,0.47619999999999996,2
SAR245409,0.4106,0.4306,0.6102,0.6458,-0.33,0.5243,0
Felodipine,0.4105,0.5786,NA,0.7156,-0.4159,0.5682333333333334,1
Flupentixol,0.4102,NA,0.7148,0.4217,-0.4179,0.5155666666666667,1
AZ20,0.4101,0.4467,0.5474,0.4055,-0.3367,0.452425,0
SCHEMBL17497408,0.4101,NA,0.6364,NA,-0.43120000000000003,0.52325,2
Propantheline,0.4097,NA,NA,0.491,-0.4377,0.45035000000000003,2
Thiethylperazine,0.4097,0.4974,0.6267,0.4725,-0.5072,0.501575,0
Tyrphostin A9,0.4096,0.4592,0.5513,0.5487,-0.3458,0.49219999999999997,0
CICLESONIDE,0.4096,0.3274,0.5781,0.5352,-0.3847,0.462575,0
Methyldopa,0.4092,NA,0.5849,0.4737,-0.4266,0.4892666666666667,1
CHEMBL1887751,0.409,0.5158,0.5776,NA,-0.4274,0.5008,1
