compound,los,nib,quine,vir,similarity,meansim,nas
CHEMBL3183436,0.7211,0.5149,0.5018,0.4853,-0.3227,0.555775,0
Auranofin,0.721,0.4647,0.55,NA,-0.4271,0.5785666666666667,1
Sorafenib,0.721,0.3751,0.6386,0.4594,-0.3216,0.5485249999999999,0
"376348-65-1, Uk-427857, uk427857",0.7209,NA,0.4863,0.4917,-0.4774,0.5663,1
"4,11-Diethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione",0.7209,0.3764,0.5369,0.3534,-0.3408,0.4969,0
MG-132,0.7207,0.367,0.4506,0.4504,-0.3211,0.49717500000000003,0
CEP-32496,0.7204,0.3321,0.4035,0.3914,-0.433,0.46185000000000004,0
WYE 125132,0.7177,NA,0.4572,0.5663,-0.3278,0.5804,1
Phorbol 12-myristate-13-acetate,0.7172,0.436,0.3629,0.4596,-0.3639,0.493925,0
U-0126,0.7166,NA,0.3882,0.3838,-0.3555,0.4962,1
Azacitidine,0.7151,0.4361,0.5548,0.6347,-0.3218,0.585175,0
Methazolamide,0.715,0.5726,0.4994,0.5283,-0.3374,0.578825,0
Tremulacin,0.7148,0.3293,0.4898,0.3582,-0.3951,0.47302500000000003,0
Balaglitazone,0.7147,NA,0.4087,0.3912,-0.4639,0.5048666666666667,1
ZSTK 474,0.7145,0.3933,0.5196,0.4728,-0.3213,0.52505,0
Tomelukast,0.714,NA,0.4871,0.3984,-0.4089,0.5331666666666667,1
CHEMBL585951,0.7139,NA,0.622,0.4314,-0.418,0.5891,1
Alvocidib,0.7132,0.4075,0.6172,0.5178,-0.3251,0.563925,0
WH-4-025,0.7126,0.5203,0.4776,0.4533,-0.3283,0.54095,0
2-Chloroadenosine,0.7124,NA,0.4689,0.3325,-0.3884,0.5046,1
C30H33N3O5S,0.7118,0.4106,0.5251,0.5719,-0.3545,0.55485,0
TSU-68,0.7089,NA,0.5861,0.5369,-0.4456,0.6106333333333334,1
PI-103,0.7087,0.4045,0.6501,0.5703,-0.3229,0.5834,0
BRD-K71746288,0.7086,NA,0.5399,0.3811,-0.4457,0.5432,1
Cabozantinib,0.7085,0.4455,0.5831,0.4303,-0.349,0.5418499999999999,0
R547,0.7085,NA,0.5719,NA,-0.3223,0.6402,2
Bupropion,0.7076,0.3714,0.5262,0.3866,-0.4197,0.49795,0
Buparlisib,0.7074,NA,0.5171,0.4362,-0.3613,0.5535666666666667,1
Ponatinib,0.707,NA,0.515,0.4614,-0.3334,0.5611333333333333,1
BRD-K04695623,0.7068,NA,0.387,0.3676,-0.323,0.4871333333333333,1
Cyclosporine,0.7061,0.3574,0.4825,0.5741,-0.3904,0.530025,0
Taselisib,0.7057,NA,0.4588,0.4319,-0.4273,0.5321333333333333,1
BRD-K41087962,0.7056,0.4218,0.4483,NA,-0.3466,0.5252333333333333,1
CHEMBL1887751,0.7055,NA,0.4909,0.5536,-0.4274,0.5833333333333334,1
Trametinib,0.7044,0.431,0.5189,0.4811,-0.3293,0.53385,0
Zuclomiphene,0.7042,0.649,0.5293,0.374,-0.3404,0.564125,0
NVP-AUY922,0.7042,0.4193,0.3818,0.4386,-0.3422,0.485975,0
SB-216763,0.7041,0.3287,0.5095,0.4697,-0.3259,0.503,0
Selumetinib,0.7036,0.4142,0.615,0.4707,-0.329,0.550875,0
Erlotinib,0.7032,0.3705,0.5058,0.6176,-0.3339,0.5492750000000001,0
Milciclib (PHA-848125),0.7031,0.3269,0.4998,0.3399,-0.3255,0.467425,0
N9-Isopropylolomoucine,0.7029,NA,0.5771,0.5396,-0.3379,0.6065333333333333,1
SMR000002300,0.7015,NA,0.5707,0.3761,-0.4385,0.5494333333333333,1
SMR000075319,0.7002,0.7734,0.6265,0.5282,-0.417,0.657075,0
Dinaciclib,0.7001,NA,0.5753,0.3667,-0.4244,0.5473666666666667,1
LACOSAMIDE,0.7,NA,0.4518,0.509,-0.4427,0.5536,1
C24H25CLFN5O3,0.6999,0.3237,0.5031,0.4409,-0.3249,0.4919,0
Aurora A Inhibitor I,0.6995,0.4694,0.466,0.5067,-0.4369,0.5354,0
SPIRONOLACTONE,0.6992,NA,0.5064,0.4828,-0.4183,0.5628,1
LDN 193189,0.6991,NA,0.8012,0.4097,-0.373,0.6366666666666667,1
Doxorubicin,0.6987,0.4457,0.5801,0.4676,-0.3219,0.548025,0
AC1MJ3VH,0.6983,0.3921,0.613,0.5097,-0.3601,0.553275,0
PIK 75,0.6982,NA,0.5334,0.4575,-0.3249,0.5630333333333334,1
Ivermectin,0.6982,0.3368,0.3642,0.7247,-0.3336,0.530975,0
"PI 3-K/mTOR Inhibitor III, PKI-179",0.6977,NA,0.3824,0.3494,-0.3405,0.4765,1
Perhexiline,0.6977,0.6145,0.4465,0.5067,-0.3227,0.56635,0
Perphenazine,0.697,0.6059,0.3236,0.3517,-0.321,0.49455,0
INOSITOL,0.6965,NA,0.3345,0.4575,-0.4769,0.4961666666666667,1
EX-8678,0.6965,0.3627,0.5245,0.4949,-0.3395,0.51965,0
Hexylcaine,0.6963,NA,0.3806,0.3713,-0.4573,0.48273333333333335,1
TAK-733,0.6963,0.4444,0.4383,0.5026,-0.4387,0.5204,0
Gemcitabine,0.6963,0.4379,0.5746,0.4623,-0.3305,0.542775,0
Ganciclovir,0.6962,NA,0.5379,0.4558,-0.5038,0.5633,1
SPECTRUM_000886,0.6961,0.4886,0.6705,0.6062,-0.3453,0.61535,0
CID-2858522,0.6959,0.5447,0.4642,0.3875,-0.3577,0.523075,0
MLS000038106,0.6957,0.3909,0.5365,NA,-0.4324,0.5410333333333334,1
Phloretin,0.6957,0.4889,0.4834,0.3915,-0.3248,0.514875,0
GSK-2334470,0.6954,0.3359,0.4758,0.483,-0.3248,0.497525,0
BDBM82056,0.6951,NA,0.3812,NA,-0.3343,0.53815,2
Altrenogest,0.6947,0.3238,0.4677,0.3613,-0.3927,0.461875,0
Quinelorane,0.6947,NA,0.4707,0.4037,-0.4587,0.5230333333333334,1
Eplerenone,0.6944,NA,NA,0.6067,-0.4414,0.65055,2
Meclofenamic acid,0.6941,NA,0.5146,0.3447,-0.409,0.5178,1
Camptothecin,0.6929,0.3477,0.5229,0.4294,-0.3231,0.49822500000000003,0
NVP-BHG712,0.6928,0.3804,0.5027,0.44,-0.325,0.5039750000000001,0
AC1L2X6Z,0.6926,NA,NA,0.3514,-0.412,0.522,2
STK219801,0.6921,0.4348,0.6011,0.555,-0.3293,0.57075,0
Midostaurin,0.6919,0.3706,0.5986,0.3834,-0.3626,0.511125,0
BRD-K30393343,0.6917,NA,0.3795,0.3804,-0.411,0.48386666666666667,1
Gliclazide,0.6915,NA,0.5386,0.3758,-0.4341,0.5353,1
KUC103884,0.6911,NA,0.5751,0.3789,-0.4118,0.5483666666666667,1
Niclosamide,0.6911,0.5189,0.5484,0.585,-0.3234,0.58585,0
Sepantronium,0.691,0.3858,0.6328,0.5525,-0.3407,0.56552499999999994,0
Alvespimycin,0.6907,NA,0.4751,0.3572,-0.432,0.5076666666666667,1
Teniposide,0.6896,0.3822,0.5153,0.4265,-0.323,0.5034,0
Nordihydroguaiaretic acid,0.6895,NA,0.3764,0.4171,-0.39,0.49433333333333335,1
Pasireotide (ditrifluoroacetate),0.6893,NA,0.3618,0.3625,-0.4345,0.4712,1
Pinacidil,0.689,NA,0.4123,0.4495,-0.5332,0.5169333333333334,1
Canertinib,0.6887,0.5015,0.552,0.4186,-0.3273,0.5402,0
Dacarbazine,0.6885,NA,0.5911,0.4059,-0.3772,0.5618333333333333,1
PK04_098276,0.6882,0.3699,NA,0.427,-0.3638,0.4950333333333333,1
Closantel,0.6881,NA,0.5152,0.3839,-0.3727,0.5290666666666667,1
SPECTRUM_001015,0.6878,0.4119,0.4268,0.4202,-0.4139,0.48667499999999997,0
AZD-1152-HQPA,0.6868,0.4213,0.5574,0.4662,-0.3375,0.532925,0
Pitavastatin Calcium,0.6861,0.5429,0.6799,0.3806,-0.357,0.572375,0
BRD-K90700939,0.6858,0.4067,0.5025,NA,-0.4275,0.5316666666666666,1
CHEMBL1720543,0.6854,0.5437,0.4697,NA,-0.3537,0.5662666666666667,1
AT-7519,0.6853,0.4786,0.593,0.4466,-0.3223,0.550875,0
Clomipramine,0.6852,0.6169,0.4116,0.4677,-0.3716,0.54535,0
Methoxsalen,0.6849,NA,0.4114,0.4955,-0.5686,0.5306,1
362-74-3,0.6849,NA,0.4172,0.4376,-0.3222,0.5132333333333333,1
Josamycin,0.6848,NA,NA,0.4442,-0.4893,0.5645,2
SN-38,0.6844,0.3395,0.4882,0.3665,-0.3383,0.46965,0
MLS003129913,0.6841,NA,0.3933,NA,-0.3579,0.5387,2
Aminopurvalanol,0.6836,0.3912,0.5026,0.3241,-0.3481,0.475375,0
PF-03758309,0.6835,0.3407,0.5714,0.4524,-0.3211,0.512,0
CO-1686 (AVL-301),0.6835,0.3215,0.4655,0.4215,-0.7145,0.473,0
AS601245,0.6832,NA,0.6273,0.4067,-0.339,0.5724,1
NMS-1286937,0.6832,0.34,NA,0.5367,-0.4188,0.5199666666666667,1
Osimertinib,0.6829,0.5428,0.4966,0.441,-0.3537,0.540825,0
Alpelisib,0.6828,0.3908,0.7961,0.4303,-0.3319,0.575,0
SA-1922927,0.6828,NA,0.4914,0.3549,-0.4343,0.5097,1
Salermide,0.6828,0.4214,0.5115,0.383,-0.3521,0.499675,0
10-DEBC,0.6819,0.6481,0.4924,0.4255,-0.4703,0.561975,0
Bifemelane,0.6817,0.501,0.4219,0.3542,-0.4553,0.4897,0
Triptolide,0.6808,NA,0.5842,0.3651,-0.4305,0.5433666666666667,1
KW-2449,0.6805,0.4068,0.4519,0.5523,-0.323,0.522875,0
Honokiol,0.6803,NA,0.6044,0.4056,-0.3789,0.5634333333333333,1
Ornidazole,0.6801,NA,0.5191,0.5085,-0.4105,0.5692333333333334,1
Haloperidol,0.6798,0.6096,0.4559,NA,-0.4159,0.5817666666666667,1
ITK Inhibitor,0.6796,0.5656,0.4414,0.4405,-0.3233,0.531775,0
Physostigmine,0.679,NA,0.4478,0.3503,-0.4444,0.4923666666666667,1
Valrubicin,0.6788,0.4128,0.3948,0.4874,-0.3524,0.49345,0
AC1O9CBL,0.6784,NA,NA,0.3744,-0.4232,0.5264,2
Clofazimine,0.6782,0.3751,0.4397,0.5537,-0.3834,0.511675,0
Bromopyruvate,0.6779,NA,0.3536,0.3569,-0.4909,0.4628,1
MAYBRIDGE4_003028,0.6776,NA,NA,0.5488,-0.4285,0.6132,2
Paroxetine,0.6776,0.4485,0.4941,0.4918,-0.3275,0.528,0
EVP-6124 (hydrochloride),0.6775,0.6319,0.4065,0.4214,-0.4123,0.5343249999999999,0
Actinomycin-D,0.6774,NA,0.5091,NA,-0.5085,0.59325,2
Fccp,0.6773,0.3254,0.5661,NA,-0.3491,0.5229333333333334,1
NSC95397,0.6768,0.3365,0.5207,0.4686,-0.3795,0.50065,0
Tetrahydrouridine,0.6768,NA,0.5257,0.3928,-0.4286,0.5317666666666666,1
BRD-A99911370,0.6764,NA,0.4268,0.463,-0.4141,0.5220666666666667,1
BRD-K78014537,0.6761,NA,0.4952,0.3416,-0.4334,0.5043,1
Pifithrin,0.6758,NA,0.5027,0.3897,-0.4108,0.5227333333333333,1
SPECTRUM_000011,0.6758,0.5818,0.5091,0.3388,-0.3469,0.526375,0
MLS002703105,0.6757,0.3539,0.5123,0.5701,-0.4199,0.528,0
AC1L1IKY,0.6752,NA,0.4049,0.5295,-0.5027,0.5365333333333333,1
MLS000057540,0.6752,NA,0.4622,0.3401,-0.4629,0.4925,1
IN1549,0.6744,NA,0.5837,0.4273,-0.4605,0.5618,1
MLS000583951,0.6742,0.375,0.5785,0.373,-0.3517,0.500175,0
Clozapine,0.6736,0.3625,0.6422,0.4535,-0.5295,0.53295,0
CHEMBL1434137,0.6736,0.3242,0.6281,0.416,-0.3219,0.510475,0
Cladribine,0.6734,0.3529,0.4943,0.571,-0.3341,0.5229,0
I-BET151,0.6732,0.4935,0.4531,0.4504,-0.3288,0.51755,0
Nateglinide,0.6732,0.3375,NA,0.4533,-0.4267,0.488,1
Thiostrepton,0.673,0.3655,0.4604,0.3542,-0.3479,0.463275,0
Heliomycin,0.6728,0.3974,0.4395,0.3968,-0.3382,0.47662499999999997,0
MLN9708,0.6725,0.3387,NA,NA,-0.3294,0.5056,2
Dexniguldipine,0.6723,0.5029,0.5246,0.4206,-0.3313,0.5301,0
Papp,0.6721,0.4525,0.4749,0.4051,-0.5336,0.50115,0
Benzohydroxamate,0.6719,NA,0.6156,0.3429,-0.4185,0.5434666666666667,1
TORIN-2,0.6718,0.3433,0.5837,0.5059,-0.3257,0.526175,0
Radezolid,0.6715,NA,0.4251,0.4082,-0.5159,0.5016,1
Bisindolylmaleimide IX,0.6713,NA,0.6011,NA,-0.4308,0.6362,2
NVP-AEW541,0.6708,NA,0.391,NA,-0.4696,0.5308999999999999,2
BRD-K27986637,0.6705,NA,0.412,NA,-0.3347,0.54125,2
2'-Deoxycytidine (hydrochloride),0.6704,NA,0.6423,0.416,-0.4222,0.5762333333333334,1
SCHEMBL16226502,0.6704,0.4526,0.4656,0.4546,-0.3362,0.5108,0
Vorinostat,0.6701,0.4698,0.619,0.6217,-0.3242,0.5951500000000001,0
Vorinostat,0.6701,0.4698,0.619,0.6217,-0.3242,0.5951500000000001,0
Vorinostat,0.6701,0.4698,0.619,0.6217,-0.3242,0.5951500000000001,0
Vorinostat,0.6701,0.4698,0.619,0.6217,-0.3242,0.5951500000000001,0
Dcebio,0.6699,NA,0.4511,0.527,-0.6551,0.5493333333333333,1
NCGC00092314-01,0.6699,NA,NA,0.4585,-0.3544,0.5642,2
"2-Propenoic acid, 3-[4-(1H-imidazol-1-ylmethyl)phenyl]-, (z)-",0.6698,NA,0.3975,NA,-0.4586,0.53365,2
869288-64-2,0.6695,0.399,0.6082,0.5012,-0.3646,0.544475,0
Amonafide,0.6682,0.3688,0.4014,0.3715,-0.3339,0.452475,0
Triflupromazine,0.6677,0.6752,0.3562,0.4745,-0.4225,0.5434,0
LY 303511,0.6676,0.3422,NA,0.3359,-0.3463,0.44856666666666667,1
Ricinine,0.6676,NA,0.5526,0.5006,-0.4374,0.5736,1
EMF-sumo1-1,0.6672,NA,0.5556,0.4508,-0.3419,0.5578666666666666,1
Momelotinib,0.6666,NA,0.421,0.4103,-0.3284,0.49929999999999997,1
L-690488,0.6665,0.3653,0.6656,0.4721,-0.336,0.542375,0
Cyclosporin A,0.6664,0.3233,0.5176,0.5891,-0.3356,0.5241,0
PX 12,0.6662,0.325,0.4347,0.3861,-0.3372,0.453,0
TAK-285,0.6654,0.4923,0.6719,0.3917,-0.3728,0.5553250000000001,0
ABT-333,0.6654,0.4702,0.4947,NA,-0.5702,0.5434333333333333,1
AMD-070 (hydrochloride),0.665,NA,0.411,0.3892,-0.6422,0.4884,1
Epirubicin HCl,0.6649,0.3525,0.571,0.3924,-0.3706,0.4952,0
Darapladib,0.6645,0.4648,NA,NA,-0.5882,0.56465,2
Olanzapine,0.6643,NA,0.4252,0.4165,-0.5987,0.502,1
BRD-K36415399,0.664,NA,0.4774,0.3647,-0.4029,0.5020333333333333,1
HG-14-10-04,0.6637,0.4079,0.481,0.5798,-0.4129,0.5331,0
MW-SHH-61,0.6636,NA,0.5061,0.4049,-0.4213,0.5248666666666666,1
KUC111774N,0.6633,NA,0.4218,0.5008,-0.3332,0.5286333333333333,1
Estramustine phosphate sodium,0.6632,NA,0.4975,0.5513,-0.4232,0.5706666666666667,1
PD-198306,0.6632,0.3518,0.372,0.4181,-0.3308,0.451275,0
Duloxetine,0.6631,0.6559,0.5601,0.4744,-0.3829,0.588375,0
"Apitolisib (gdc-0980, rg7422)",0.6631,0.4277,0.6112,0.499,-0.3565,0.55025,0
NU-7441,0.663,0.4835,0.5392,0.4133,-0.3353,0.52475,0
CEP-701,0.663,0.3225,0.4008,0.5553,-0.3281,0.4854,0
Rebastinib,0.6629,NA,0.4783,0.6179,-0.3248,0.5863666666666667,1
Rebastinib,0.6629,NA,0.4783,0.6179,-0.3248,0.5863666666666667,1
Chloroquine,0.6629,0.3516,1,0.4344,-0.4133,0.612225,0
Chloroquine,0.6629,0.3516,1,0.4344,-0.4133,0.612225,0
CHEMBL2360495,0.6628,0.3322,NA,NA,-0.4336,0.49749999999999994,2
OSI-027,0.6628,NA,0.4592,0.48,-0.4167,0.534,1
Cobimetinib,0.6626,0.3683,0.5475,0.4059,-0.4011,0.496075,0
Enzastaurin,0.662,0.3783,0.6202,0.4433,-0.4511,0.52595,0
NCGC00172397-01,0.6618,0.3313,0.387,0.3415,-0.3672,0.4304,0
AC1M5YQH,0.6618,NA,0.5117,0.3296,-0.4215,0.5010333333333333,1
5-Nitroso-8-cinnolinol,0.6608,0.3854,0.4666,0.3265,-0.3398,0.45982500000000004,0
Cediranib,0.6607,0.6337,0.4625,0.378,-0.3221,0.533725,0
AT 7867,0.6607,0.4384,0.4344,0.4619,-0.3218,0.49885,0
Nortriptyline,0.66,0.6786,0.5564,0.431,-0.3791,0.5815,0
Kenpaullone,0.6599,0.3522,0.4412,0.3971,-0.3429,0.4626,0
Antipyrine,0.6598,0.3505,0.5598,0.3826,-0.893,0.488175,0
AC1MEVG9,0.6596,NA,0.4485,NA,-0.563,0.5540499999999999,2
NUTLIN 3,0.6595,0.5492,0.4161,0.4807,-0.4578,0.526375,0
BMS-387032,0.6593,NA,0.6003,0.4816,-0.33,0.5804,1
KUC104254,0.6592,NA,0.5482,0.5191,-0.3479,0.5755,1
Cyclophosphamide,0.6592,NA,0.5334,NA,-0.4799,0.5963,2
KO143,0.6589,NA,0.6129,0.4418,-0.3349,0.5712,1
BRD-K63671514,0.6582,NA,0.5399,NA,-0.5331,0.5990500000000001,2
SMR000031475,0.6582,NA,0.4011,NA,-0.4713,0.52965,2
Ketorolac,0.6581,0.4371,0.5599,0.339,-0.4332,0.498525,0
Ticagrelor,0.6579,NA,NA,0.3498,-0.4257,0.50385,2
Donepezil,0.6574,NA,0.3463,NA,-0.407,0.50185,2
Sulconazole,0.6574,0.3335,0.642,0.5018,-0.4171,0.533675,0
Zolpidem,0.6574,0.3762,0.3964,NA,-0.6395,0.4766666666666666,1
Carfilzomib (PR-171),0.6572,NA,0.4432,NA,-0.3827,0.5502,2
WZ 4002,0.6564,0.4446,0.6044,0.475,-0.3719,0.5451,0
Palmitoyl Carnitine,0.6559,0.4441,NA,NA,-0.3978,0.55,2
NSC169534,0.655,NA,0.5433,0.4374,-0.5056,0.5452333333333333,1
Tranilast,0.6548,NA,0.4291,0.4743,-0.3211,0.5194,1
Lestaurtinib,0.6544,NA,0.5224,0.3702,-0.3408,0.5156666666666666,1
CHEMBL2144686,0.6544,NA,0.3995,NA,-0.7227,0.52695,2
BRD-K10010115,0.6541,NA,0.4092,0.4004,-0.3584,0.4879,1
Pelitinib,0.6541,0.3541,0.461,0.4601,-0.3266,0.482325,0
ML162,0.654,0.3543,0.616,0.4536,-0.3575,0.519475,0
SCHEMBL3954849,0.6539,NA,0.4992,0.4508,-0.3308,0.5346333333333333,1
Penfluridol,0.6538,0.514,0.5095,0.7196,-0.3477,0.599225,0
Pifithrin MU,0.6536,0.3482,0.576,0.5402,-0.3812,0.5295,0
PF-03814735,0.6534,0.3848,0.4181,0.4354,-0.3231,0.472925,0
BCB03_000263,0.6529,NA,0.5044,NA,-0.5098,0.57865,2
Selamectin,0.6526,NA,0.5163,0.5033,-0.3332,0.5574,1
Cymarin,0.6521,NA,0.4125,0.3379,-0.4132,0.46749999999999997,1
Aminoglutethimide,0.6518,NA,0.5339,0.3645,-0.4281,0.5167333333333334,1
Sulpiride,0.6518,NA,0.4636,0.4422,-0.5702,0.5192,1
"6,10,10B-Trihydroxy-3,4a,7,7,10a-pentamethyl-1-oxo-3-vinyldodecahydro-1H-benzo[f]chromen-5-yl acetate",0.6515,NA,0.418,0.5077,-0.3476,0.5257333333333334,1
AMIKACIN HYDRATE,0.6515,NA,0.5224,0.4075,-0.4408,0.5271333333333333,1
Pimasertib,0.6515,NA,0.3743,0.3272,-0.336,0.451,1
MLN-8054,0.6514,0.425,0.5382,0.5405,-0.336,0.538775,0
Cytisine,0.6513,NA,NA,0.3878,-0.4823,0.51955,2
BRD-K38477985,0.6512,0.4366,0.4382,NA,-0.3428,0.5086666666666666,1
HLI-373,0.6512,NA,0.5059,0.4189,-0.433,0.5253333333333333,1
COL-3,0.6507,0.3579,0.4441,0.5515,-0.3225,0.50105,0
ZINC04889240,0.6505,0.345,NA,0.3241,-0.3872,0.43986666666666663,1
Thioridazine,0.6505,0.7095,0.4794,0.4566,-0.3781,0.574,0
Tosedostat,0.6503,0.4143,0.4354,0.6061,-0.332,0.526525,0
AC1O9X68,0.6503,0.4122,0.4529,0.363,-0.3568,0.4696,0
SB743921,0.65,0.425,0.3873,NA,-0.3275,0.48743333333333333,1
Tivantinib,0.6499,0.4762,0.4148,0.6692,-0.3369,0.552525,0
PF-04691502,0.6499,0.3277,0.4343,0.6262,-0.4727,0.509525,0
Tizanidine,0.6497,NA,0.4926,0.3387,-0.4095,0.4936666666666667,1
Bithionol,0.6495,0.3368,0.5353,0.4356,-0.3281,0.48929999999999996,0
Panobinostat,0.6493,0.4486,0.5715,0.5791,-0.3221,0.562125,0
HMN-214,0.6492,0.4067,0.5136,0.4562,-0.4346,0.506425,0
Daunorubicin,0.6491,0.3966,0.5217,0.451,-0.3566,0.5046,0
MLS003130364,0.649,NA,0.4024,NA,-0.4194,0.5257000000000001,2
SCH-79797,0.6489,0.4949,0.3863,0.3221,-0.3335,0.46305,0
GR-89696,0.6487,NA,0.4814,0.3907,-0.4094,0.5069333333333333,1
heraclenol,0.6485,NA,0.384,0.3541,-0.463,0.4622,1
MLS002703112,0.6484,0.3769,NA,0.4703,-0.3652,0.49853333333333333,1
Bimatoprost,0.6481,NA,NA,0.3356,-0.4944,0.49185,2
Isotretinoin,0.648,NA,0.4142,0.3544,-0.4302,0.4722,1
MLN-0128,0.648,0.3425,0.5506,0.4541,-0.326,0.4988,0
Pictilisib,0.6478,0.4193,0.5652,0.4362,-0.3213,0.5171250000000001,0
SCHEMBL16980224,0.6478,0.5206,0.5002,0.5206,-0.3547,0.5473,0
RG 108,0.6471,0.3287,0.7663,0.5316,-0.4129,0.568425,0
Bexarotene,0.6467,0.3334,0.5667,0.4629,-0.41,0.502425,0
E-3810,0.6467,0.3337,NA,0.38,-0.535,0.4534666666666667,1
GSK429286A,0.6456,NA,0.4624,0.3582,-0.3718,0.4887333333333333,1
SCHEMBL6874948,0.6454,0.4499,0.4945,0.4862,-0.3336,0.519,0
Metronidazole,0.6453,NA,0.396,NA,-0.4252,0.5206500000000001,2
CHEMBL2140299,0.6453,0.4117,0.3924,0.4262,-0.4271,0.4689,0
Primaquine,0.6448,0.4488,0.8122,0.3674,-0.3353,0.5683,0
NKP608,0.6448,NA,0.5232,0.4423,-0.4421,0.5367666666666667,1
T091317,0.6448,0.4059,0.3773,0.3389,-0.5355,0.44172500000000003,0
Oxetane,0.6447,0.3957,0.4955,0.4592,-0.3295,0.498775,0
BMS-345541,0.6444,0.4248,0.4758,0.4684,-0.3229,0.50335,0
AC1Q6JJ5,0.6444,0.515,0.5814,0.4727,-0.3245,0.553375,0
Dextrorphan,0.6439,NA,0.5209,0.3419,-0.409,0.5022333333333333,1
Ampalex,0.6434,0.4342,0.4398,0.4397,-0.42,0.489275,0
Falnidamol,0.6432,0.617,0.5185,0.5563,-0.3577,0.58375,0
AZD-6482,0.6431,0.3831,0.5824,0.43,-0.3433,0.50965,0
BRD-K46503544-001-01-5,0.6431,NA,0.5144,NA,-0.4088,0.57875,2
BDBM50127227,0.643,0.3651,0.5072,NA,-0.3238,0.5051,1
Rimcazole,0.6425,0.5476,0.5215,0.5778,-0.3404,0.5723499999999999,0
UNII-MET7ZRB8Y7,0.6422,0.4562,0.4856,0.4809,-0.396,0.5162249999999999,0
QL47,0.6415,0.3626,0.4989,0.4157,-0.3516,0.47967499999999996,0
Rotenone,0.6412,NA,0.4256,0.445,-0.3806,0.5039333333333333,1
Lapatinib,0.641,0.6372,0.5534,0.4511,-0.4204,0.570675,0
Colforsin,0.641,NA,0.4998,0.4438,-0.4122,0.5282,1
VX-745,0.641,0.4684,0.5207,0.6815,-0.4182,0.5779,0
Defactinib,0.6405,0.3341,0.5075,0.4916,-0.3282,0.493425,0
Tunicamycin From Streptomyces Sp.,0.6405,NA,0.4122,0.3793,-0.3379,0.47733333333333333,1
Withaferin A,0.6404,0.4019,0.6907,0.4406,-0.3218,0.5434,0
Gefitinib,0.6403,0.5163,0.5938,0.5791,-0.331,0.582375,0
TORIN1,0.6403,0.3287,0.6154,0.5188,-0.3374,0.5258,0
TORIN1,0.6403,0.3287,0.6154,0.5188,-0.3374,0.5258,0
Quinacrine,0.6403,0.5416,0.5956,0.473,-0.3362,0.5626249999999999,0
CHEMBL3188944,0.6403,NA,0.4014,0.3617,-0.4344,0.4678,1
Amuvatinib,0.6402,NA,0.509,0.4945,-0.3301,0.5479,1
Cobicistat (GS-9350),0.64,0.3929,0.5192,0.4907,-0.5243,0.5107,0
SB-203580,0.6398,NA,0.4878,0.6415,-0.3594,0.5897,1
Licarbazepine,0.6397,0.4952,0.3953,0.4442,-0.4448,0.4936,0
Diphenylpyraline,0.6394,NA,0.4989,0.4092,-0.5741,0.5158333333333334,1
"Trichostatin A, Streptomyces Sp.",0.6394,0.4682,0.6556,0.6303,-0.3215,0.598375,0
CBIOL_001848,0.6394,0.3545,0.5701,0.5021,-0.5858,0.516525,0
Elliptecine,0.6393,0.3287,0.4928,0.3678,-0.33,0.45715,0
nimodipine,0.6392,NA,0.3808,0.3998,-0.4127,0.47326666666666667,1
KPT-330,0.6389,NA,0.3891,0.3421,-0.3892,0.4567,1
Romidepsin,0.6389,0.3691,0.5393,0.4384,-0.3258,0.496425,0
Curcumin,0.6389,0.3778,0.3759,0.5024,-0.3261,0.47375,0
"(1Ar,7as,10as,10br)-1a,5-Dimethyl-8-methylidene-2,3,6,7,7a,8,10a,10b-octahydrooxireno[9,10]cyclodeca[1,2-b]furan-9(1ah)-one",0.6388,NA,0.3334,0.477,-0.4847,0.48306666666666664,1
Dorsomorphin,0.6386,0.3312,0.5344,0.4565,-0.3367,0.49017499999999997,0
Danusertib,0.6382,0.4586,0.4755,0.4948,-0.324,0.516775,0
SCHEMBL17052537,0.6382,0.374,0.4223,0.4183,-0.3227,0.4632,0
BRD-K73008154,0.6379,0.4964,NA,0.4087,-0.3586,0.5143333333333333,1
PD-0325901,0.6378,0.3998,0.6675,0.5017,-0.3216,0.5517,0
Nafronyl,0.6377,0.3753,0.3834,0.4506,-0.4296,0.46175,0
Amiloride,0.6372,NA,0.7424,0.426,-0.6259,0.6018666666666667,1
Lomitapide,0.6372,0.4173,0.434,NA,-0.3279,0.49616666666666664,1
Lanacordin,0.637,0.4072,0.4056,0.3259,-0.4784,0.443925,0
Olaparib,0.6368,0.3699,0.5349,0.5308,-0.3217,0.5181,0
BDBM50442904,0.6367,NA,0.5951,NA,-0.3684,0.6159,2
Macitentan,0.6366,NA,0.4566,0.5028,-0.4099,0.532,1
Entinostat,0.6365,0.4383,0.5179,0.618,-0.3221,0.552675,0
MK-2206,0.6364,0.658,0.552,0.4908,-0.3257,0.5843,0
Broad-Sai-560,0.6363,NA,0.3893,0.3881,-0.5994,0.47123333333333334,1
EXO-1,0.6362,NA,0.3241,NA,-0.4398,0.48014999999999997,2
"Triazolothiadiazine, 23",0.6361,NA,NA,0.3839,-0.4379,0.51,2
Carbonyl Cyanide M-Chlorophenylhydrazone,0.6361,NA,NA,0.3338,-0.3807,0.48495,2
