compound,similarity,fda_status,threshold,disease,file
BRD-K08852751,-0.36870000000000003,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K96396151,-0.36870000000000003,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
FAMPRIDINE,-0.36870000000000003,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K63813530,-0.36870000000000003,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Sulfadoxine,-0.3686,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Obatoclax,-0.3686,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K45843042,-0.3685,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K94498396,-0.3685,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K18863894,-0.3685,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
SA-427543,-0.3684,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
CHEMBL2362635,-0.3684,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Cephalexin,-0.3684,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Beclomethasone Dipropionate,-0.3683,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
SCHEMBL14977222,-0.3683,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
fluocinolone-acetonide,-0.3682,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
JW 55,-0.3682,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K12124649,-0.3682,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
ZINC01207723,-0.3681,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
SA-1456977,-0.3681,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
CHEMBL2381524,-0.3681,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Idelalisib,-0.368,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Trimidox,-0.3679,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
"PD-168,077",-0.3679,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
GSK-2334470,-0.3678,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Indigo Red,-0.3678,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Protionamide,-0.3678,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
AMG-9810,-0.3678,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-A10420615-001-02-8,-0.3677,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
NCGC00011767,-0.3676,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
NCGC00092314-01,-0.3676,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Betulinic acid,-0.3675,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Urapidil,-0.3674,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K92923799-001-01-0,-0.3674,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
NORGESTREL,-0.3674,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
PCL2_000057,-0.3673,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
CHEMBL2002074,-0.3672,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K95033227,-0.3672,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
AC480 (BMS-599626),-0.3672,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K59995645,-0.3672,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
SPECTRUM_001319,-0.3671,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
131780-47-7,-0.3671,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
VU0405166-2,-0.3671,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Ebelactone-B,-0.367,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Dinoprostone,-0.367,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
MLS001116134,-0.367,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Elvitegravir,-0.367,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
SA-245650,-0.3669,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Gallocatechin Gallate,-0.3669,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Oligomycin A,-0.3669,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K36716113,-0.3669,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
MLS000519739,-0.3668,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
CHEMBL2359475,-0.3668,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
NSC667463,-0.3668,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
SCHEMBL17497626,-0.3668,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
SCHEMBL13991002,-0.3668,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
CHEMBL1617726,-0.3668,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
KUC104227,-0.3667,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Staurosporine Aglycon,-0.3667,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K45392462,-0.3667,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
F-L-Leu,-0.3667,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
MLS-0435555.0001,-0.3667,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Tioconazole,-0.3666,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
NaCl,-0.3666,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
CHEBI:48565,-0.3666,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Moxifloxacin,-0.3666,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K32101742,-0.3666,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
DASA-58,-0.3666,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
MLS001060802,-0.3665,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K14654869,-0.3664,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
L 655240,-0.3664,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K33676730,-0.3664,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Bumetanide,-0.3663,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Acamprosate,-0.3662,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Andarine,-0.3662,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
SR 33805 oxalate,-0.3662,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Ibutilide,-0.3662,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K23058957,-0.3661,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
"N-(3-Chloro-4-fluorophenyl)-5-(pyridin-4-yl)-1,3,4-thiadiazol-2-amine",-0.3661,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K94789179,-0.3661,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
TGX 221,-0.3661,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
CHEMBL566722,-0.3661,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Milrinone,-0.366,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K67498554,-0.366,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Midostaurin,-0.3659,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
SR-02000000238,-0.3659,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
SA-427730,-0.3658,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Hydrocortisone Hemisuccinate,-0.3658,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K21109208,-0.3657,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
CHEMBL2138962,-0.3656,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
MLS002264428,-0.3655,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
CID755673,-0.3655,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K89824424,-0.3654,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
AMG-517,-0.3654,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
MLS002264491,-0.3654,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K46730958,-0.3653,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
MLS001033149,-0.3652,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K54127914,-0.3651,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Flunisolide,-0.3651,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
CHEMBL73824,-0.3651,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
"3-(4-Methoxyphenyl)-4-oxo-4H-chromene-5,7-diyl diacetate",-0.3651,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Tacrolimus,-0.3651,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
COT-10B,-0.3651,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
SA-1921902,-0.365,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Lamotrigine,-0.365,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K15950605,-0.365,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K53601225,-0.3649,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K96787835-001-01-1,-0.3649,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
AC1NNEG1,-0.3649,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K61122325,-0.3649,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
SAR245409,-0.3648,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Oxybenzone,-0.3648,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
SR-2640,-0.3648,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Thapsigargin,-0.3648,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K62993927,-0.3647,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Alitretinoin,-0.3647,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
MLS001065830,-0.3647,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
JNJ-7706621,-0.3647,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
SMR000651464,-0.3647,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Droperidol,-0.3646,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
N-(Carboxycarbonyl)-d-phenylalanine,-0.3645,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
T6129388,-0.3645,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K51877340,-0.3645,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
SA-1459167,-0.3644,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K46206861,-0.3644,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Dolutegravir (GSK1349572),-0.3644,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
F1709-0025,-0.3644,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
ABT-199 (GDC-0199),-0.3644,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
IN1054,-0.3644,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Ornidazole,-0.3643,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
"NG,NG-Dimethyl-L-arginine, Dihydrochloride",-0.3642,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Farnesyl Thiotriazole,-0.3641,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
T5236894,-0.3641,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Proscillaridin-A,-0.364,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Bosentan,-0.364,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
1991-52-2,-0.364,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
CHEMBL1515144,-0.3639,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
AC1NQ6YI,-0.3639,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Ergothioneine,-0.3639,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K07456098,-0.3638,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Efavirenz,-0.3638,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Bongkrekic acid,-0.3638,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Deguelin,-0.3637,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
AC1O9CBL,-0.3637,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Phenoxazine,-0.3636,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
KUC107191N,-0.3635,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
PK-11195,-0.3635,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
MLS001065872,-0.3634,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Vismodegib (GDC-0449),-0.3634,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
CHEMBL436817,-0.3634,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Arachidonamide,-0.3634,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
SA-1973507,-0.3634,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Afuresertib,-0.3633,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
AEG 3482,-0.3633,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Nafadotride,-0.3632,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K68201904,-0.3632,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
RASAGILINE,-0.3632,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Ichthynone,-0.3632,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
RG 108,-0.3632,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
SKF 81297,-0.3631,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Medrysone,-0.3631,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Bimatoprost,-0.363,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Broad-Sai-609,-0.3629,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K09186736-001-01-2,-0.3628,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K32602441,-0.3627,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Ambrisentan,-0.3627,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Dexketoprofen,-0.3627,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K46120075,-0.3626,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
CHEMBL2356523,-0.3624,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K66413861,-0.3624,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Valproic acid,-0.3624,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
MLS002725680,-0.3624,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Ccmq,-0.3623,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Veratridine,-0.3623,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
AZD5363,-0.3623,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Sulfadimethoxine,-0.3623,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Acetyl-Farnesyl-Cysteine,-0.3622,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
SMR000130044,-0.3622,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Phenothiazine,-0.3622,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K06905668,-0.3622,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K42091312,-0.3622,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
AC1LGCD9,-0.3622,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
CHEMBL2356931,-0.3621,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K04937680,-0.3621,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
SB743921,-0.3621,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
MLS003129663,-0.3621,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Piplartine,-0.362,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K48031880,-0.362,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Ethopropazine,-0.362,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Avicin-G,-0.362,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
3-Methyladenine,-0.3619,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Vinpocetine,-0.3619,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
BRD-K72980353,-0.3619,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Octopamine,-0.3619,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
CHEMBL1882023,-0.3619,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
TAZOBACTAM,-0.3618,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
SMER28,-0.3618,non_fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
Fluperlapine,-0.3617,fda,0.85,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.85-consensus.tsv
